,emotion,statements,situation,gender
datasources\LDC\wav\1PR1s1701.wav,pride,six hundred five,conversation,male
datasources\LDC\wav\1PR1s1800.wav,pride,two hundred eight,conversation,male
datasources\LDC\wav\1PR1s1801.wav,pride,two hundred eight,conversation,male
datasources\LDC\wav\1PR1s1990.wav,pride,one hundred one,conversation,male
datasources\LDC\wav\1PR1s3320.wav,pride,march twenty-fifth,conversation,male
datasources\LDC\wav\1PR1s3321.wav,pride,march twenty-fifth,conversation,male
datasources\LDC\wav\1PR1s3322.wav,pride,march twenty-fifth,conversation,male
datasources\LDC\wav\1PR1s3323.wav,pride,march twenty-fifth,conversation,male
datasources\LDC\wav\1PR1s3324.wav,pride,march twenty-fifth,conversation,male
datasources\LDC\wav\1PS1s0110.wav,passive,eight thousand six,conversation,male
datasources\LDC\wav\1PS1s0190.wav,passive,thirteen hundred,conversation,male
datasources\LDC\wav\1PS1s0310.wav,passive,april nineteenth,conversation,male
datasources\LDC\wav\1PS1s0410.wav,passive,two hundred ten,conversation,male
datasources\LDC\wav\1PS1s0411.wav,passive,two hundred ten,conversation,male
datasources\LDC\wav\1PS1s0790.wav,passive,eight hundred six,conversation,male
datasources\LDC\wav\1PS1s0850.wav,passive,ten thousand eight,conversation,male
datasources\LDC\wav\1PS1s1090.wav,passive,may twentieth,conversation,male
datasources\LDC\wav\1PS1s1110.wav,passive,one thousand one,conversation,male
datasources\LDC\wav\1PS1s1200.wav,passive,september ninth,conversation,male
datasources\LDC\wav\1PS1s1210.wav,passive,six thousand nine,conversation,male
datasources\LDC\wav\1PS1s1830.wav,passive,two thousand nine,conversation,male
datasources\LDC\wav\1PS1s1870.wav,passive,two thousand twelve,conversation,male
datasources\LDC\wav\1PS1s1990.wav,passive,one hundred one,conversation,male
datasources\LDC\wav\1PS1s1991.wav,passive,one hundred one,conversation,male
datasources\LDC\wav\1PS1s2000.wav,passive,august seventh,conversation,male
datasources\LDC\wav\1PS1s2010.wav,passive,december third,conversation,male
datasources\LDC\wav\1PS1s2030.wav,passive,five thousand eight,conversation,male
datasources\LDC\wav\1PS1s2040.wav,passive,four hundred two,conversation,male
datasources\LDC\wav\1PS1s2050.wav,passive,four thousand two,conversation,male
datasources\LDC\wav\1PS1s2060.wav,passive,july sixteenth,conversation,male
datasources\LDC\wav\1PS1s2080.wav,passive,nine hundred ten,conversation,male
datasources\LDC\wav\1PS1s2090.wav,passive,nine thousand ten,conversation,male
datasources\LDC\wav\1PS1s2100.wav,passive,november first,conversation,male
datasources\LDC\wav\1PS1s2110.wav,passive,october fourth,conversation,male
datasources\LDC\wav\1PS1s2111.wav,passive,october fourth,conversation,male
datasources\LDC\wav\1PS1s2120.wav,passive,one hundred nine,conversation,male
datasources\LDC\wav\1PS1s2140.wav,passive,six hundred nine,conversation,male
datasources\LDC\wav\1PS1s2160.wav,passive,three hundred three,conversation,male
datasources\LDC\wav\1PS1s2170.wav,passive,three thousand three,conversation,male
datasources\LDC\wav\1PS1s3210.wav,passive,forty-seven,conversation,male
datasources\LDC\wav\1PS1s3211.wav,passive,forty-seven,conversation,male
datasources\LDC\wav\1PS1s3260.wav,passive,june twenty-fourth,conversation,male
datasources\LDC\wav\1PS1s3320.wav,passive,march twenty-fifth,conversation,male
datasources\LDC\wav\1PS1s3480.wav,passive,seventy-four,conversation,male
datasources\LDC\wav\1SH1s0590.wav,shame,five thousand ten,conversation,male
datasources\LDC\wav\1SH1s0591.wav,shame,five thousand ten,conversation,male
datasources\LDC\wav\1SH1s0760.wav,shame,two hundred four,conversation,male
datasources\LDC\wav\1SH1s0761.wav,shame,two hundred four,conversation,male
datasources\LDC\wav\1SH1s0762.wav,shame,two hundred four,conversation,male
datasources\LDC\wav\1SH1s1440.wav,shame,july eighteenth,conversation,male
datasources\LDC\wav\1SH1s1441.wav,shame,july eighteenth,conversation,male
datasources\LDC\wav\1SH1s1442.wav,shame,july eighteenth,conversation,male
datasources\LDC\wav\1SH1s1520.wav,shame,nine hundred eight,conversation,male
datasources\LDC\wav\1SH1s1521.wav,shame,nine hundred eight,conversation,male
datasources\LDC\wav\1SH1s1610.wav,shame,one hundred ten,conversation,male
datasources\LDC\wav\1SH1s1611.wav,shame,one hundred ten,conversation,male
datasources\LDC\wav\1SH1s1750.wav,shame,ten thousand twelve,conversation,male
datasources\LDC\wav\1SH1s1751.wav,shame,ten thousand twelve,conversation,male
datasources\LDC\wav\1SH1s2110.wav,shame,october fourth,conversation,male
datasources\LDC\wav\1SH1s2180.wav,shame,eight thousand nine,conversation,male
datasources\LDC\wav\1SH1s2181.wav,shame,eight thousand nine,conversation,male
datasources\LDC\wav\1SH1s2182.wav,shame,eight thousand nine,conversation,male
datasources\LDC\wav\1SH1s3340.wav,shame,march twenty-fourth,conversation,male
datasources\LDC\wav\1SH1s3341.wav,shame,march twenty-fourth,conversation,male
datasources\LDC\wav\1SH1s3342.wav,shame,march twenty-fourth,conversation,male
datasources\LDC\wav\1SN1s2190.wav,sadness,august second,conversation,male
datasources\LDC\wav\1SN1s2191.wav,sadness,august second,conversation,male
datasources\LDC\wav\1SN1s2200.wav,sadness,five hundred five,conversation,male
datasources\LDC\wav\1SN1s2210.wav,sadness,four hundred twelve,conversation,male
datasources\LDC\wav\1SN1s2230.wav,sadness,nine hundred nine,conversation,male
datasources\LDC\wav\1SN1s2231.wav,sadness,nine hundred nine,conversation,male
datasources\LDC\wav\1SN1s2240.wav,sadness,one thousand two,conversation,male
datasources\LDC\wav\1SN1s2250.wav,sadness,september third,conversation,male
datasources\LDC\wav\1SN1s2251.wav,sadness,september third,conversation,male
datasources\LDC\wav\1SN1s2260.wav,sadness,six thousand ten,conversation,male
datasources\LDC\wav\1SN1s2280.wav,sadness,three hundred twelve,conversation,male
datasources\LDC\wav\1SN1s3430.wav,sadness,may twenty-ninth,conversation,male
datasources\LDC\wav\1SN1s3431.wav,sadness,may twenty-ninth,conversation,male
datasources\LDC\wav\2AX1s2290.wav,anxiety,april eighteenth,conversation,male
datasources\LDC\wav\2AX1s2291.wav,anxiety,april eighteenth,conversation,male
datasources\LDC\wav\2AX1s2300.wav,anxiety,eight thousand one,conversation,male
datasources\LDC\wav\2AX1s2301.wav,anxiety,eight thousand one,conversation,male
datasources\LDC\wav\2AX1s2302.wav,anxiety,eight thousand one,conversation,male
datasources\LDC\wav\2AX1s2310.wav,anxiety,five thousand three,conversation,male
datasources\LDC\wav\2AX1s2311.wav,anxiety,five thousand three,conversation,male
datasources\LDC\wav\2AX1s2330.wav,anxiety,nine hundred five,conversation,male
datasources\LDC\wav\2AX1s2331.wav,anxiety,nine hundred five,conversation,male
datasources\LDC\wav\2AX1s2340.wav,anxiety,october ninth,conversation,male
datasources\LDC\wav\2AX1s2341.wav,anxiety,october ninth,conversation,male
datasources\LDC\wav\2AX1s2350.wav,anxiety,one hundred three,conversation,male
datasources\LDC\wav\2AX1s2360.wav,anxiety,ten thousand two,conversation,male
datasources\LDC\wav\2AX1s2361.wav,anxiety,ten thousand two,conversation,male
datasources\LDC\wav\2AX1s2370.wav,anxiety,two hundred nine,conversation,male
datasources\LDC\wav\2AX1s2371.wav,anxiety,two hundred nine,conversation,male
datasources\LDC\wav\2AX1s2630.wav,anxiety,six hundred one,conversation,male
datasources\LDC\wav\2AX1s2980.wav,anxiety,july fifteenth,conversation,male
datasources\LDC\wav\2AX1s3350.wav,anxiety,march twenty-ninth,conversation,male
datasources\LDC\wav\2AX1s3351.wav,anxiety,march twenty-ninth,conversation,male
datasources\LDC\wav\2AX1s3352.wav,anxiety,march twenty-ninth,conversation,male
datasources\LDC\wav\2BD1s0550.wav,boredom,eight hundred five,conversation,male
datasources\LDC\wav\2BD1s0551.wav,boredom,eight hundred five,conversation,male
datasources\LDC\wav\2BD1s0552.wav,boredom,eight hundred five,conversation,male
datasources\LDC\wav\2BD1s0720.wav,boredom,six thousand two,conversation,male
datasources\LDC\wav\2BD1s0721.wav,boredom,six thousand two,conversation,male
datasources\LDC\wav\2BD1s0722.wav,boredom,six thousand two,conversation,male
datasources\LDC\wav\2BD1s1270.wav,boredom,august thirteenth,conversation,male
datasources\LDC\wav\2BD1s1271.wav,boredom,august thirteenth,conversation,male
datasources\LDC\wav\2BD1s1360.wav,boredom,five hundred one,conversation,male
datasources\LDC\wav\2BD1s1361.wav,boredom,five hundred one,conversation,male
datasources\LDC\wav\2BD1s1400.wav,boredom,four thousand five,conversation,male
datasources\LDC\wav\2BD1s1401.wav,boredom,four thousand five,conversation,male
datasources\LDC\wav\2BD1s1402.wav,boredom,four thousand five,conversation,male
datasources\LDC\wav\2BD1s1403.wav,boredom,four thousand five,conversation,male
datasources\LDC\wav\2BD1s1560.wav,boredom,november eighth,conversation,male
datasources\LDC\wav\2BD1s1561.wav,boredom,november eighth,conversation,male
datasources\LDC\wav\2BD1s1780.wav,boredom,three thousand five,conversation,male
datasources\LDC\wav\2BD1s1781.wav,boredom,three thousand five,conversation,male
datasources\LDC\wav\2BD1s1782.wav,boredom,three thousand five,conversation,male
datasources\LDC\wav\2BD1s1783.wav,boredom,three thousand five,conversation,male
datasources\LDC\wav\2BD1s2090.wav,boredom,nine thousand ten,conversation,male
datasources\LDC\wav\2BD1s2091.wav,boredom,nine thousand ten,conversation,male
datasources\LDC\wav\2BD1s2092.wav,boredom,nine thousand ten,conversation,male
datasources\LDC\wav\2BD1s2093.wav,boredom,nine thousand ten,conversation,male
datasources\LDC\wav\2BD1s3260.wav,boredom,june twenty-fourth,conversation,male
datasources\LDC\wav\2BD1s3261.wav,boredom,june twenty-fourth,conversation,male
datasources\LDC\wav\2BD1s3262.wav,boredom,june twenty-fourth,conversation,male
datasources\LDC\wav\2BD1s3460.wav,boredom,seventy-eight,conversation,male
datasources\LDC\wav\2BD1s3461.wav,boredom,seventy-eight,conversation,male
datasources\LDC\wav\2CA1s0190.wav,cold anger,thirteen hundred,conversation,male
datasources\LDC\wav\2CA1s0191.wav,cold anger,thirteen hundred,conversation,male
datasources\LDC\wav\2CA1s2230.wav,cold anger,nine hundred nine,conversation,male
datasources\LDC\wav\2CA1s2231.wav,cold anger,nine hundred nine,conversation,male
datasources\LDC\wav\2CA1s2232.wav,cold anger,nine hundred nine,conversation,male
datasources\LDC\wav\2CA1s2380.wav,cold anger,april fourteenth,conversation,male
datasources\LDC\wav\2CA1s2381.wav,cold anger,april fourteenth,conversation,male
datasources\LDC\wav\2CA1s2390.wav,cold anger,eight thousand ten,conversation,male
datasources\LDC\wav\2CA1s2391.wav,cold anger,eight thousand ten,conversation,male
datasources\LDC\wav\2CA1s2400.wav,cold anger,five thousand two,conversation,male
datasources\LDC\wav\2CA1s2401.wav,cold anger,five thousand two,conversation,male
datasources\LDC\wav\2CA1s2402.wav,cold anger,five thousand two,conversation,male
datasources\LDC\wav\2CA1s2420.wav,cold anger,october tenth,conversation,male
datasources\LDC\wav\2CA1s2421.wav,cold anger,october tenth,conversation,male
datasources\LDC\wav\2CA1s2430.wav,cold anger,one hundred two,conversation,male
datasources\LDC\wav\2CA1s2431.wav,cold anger,one hundred two,conversation,male
datasources\LDC\wav\2CA1s2432.wav,cold anger,one hundred two,conversation,male
datasources\LDC\wav\2CA1s2440.wav,cold anger,six hundred ten,conversation,male
datasources\LDC\wav\2CA1s2441.wav,cold anger,six hundred ten,conversation,male
datasources\LDC\wav\2CA1s2442.wav,cold anger,six hundred ten,conversation,male
datasources\LDC\wav\2CA1s2450.wav,cold anger,two hundred six,conversation,male
datasources\LDC\wav\2CA1s2451.wav,cold anger,two hundred six,conversation,male
datasources\LDC\wav\2CA1s3370.wav,cold anger,march twenty-third,conversation,male
datasources\LDC\wav\2CA1s3371.wav,cold anger,march twenty-third,conversation,male
datasources\LDC\wav\2CA1s3372.wav,cold anger,march twenty-third,conversation,male
datasources\LDC\wav\2CT1s0290.wav,contempt,sixteen hundred,conversation,male
datasources\LDC\wav\2CT1s0291.wav,contempt,sixteen hundred,conversation,male
datasources\LDC\wav\2CT1s0580.wav,contempt,five hundred ten,conversation,male
datasources\LDC\wav\2CT1s0581.wav,contempt,five hundred ten,conversation,male
datasources\LDC\wav\2CT1s0750.wav,contempt,three thousand nine,conversation,male
datasources\LDC\wav\2CT1s0751.wav,contempt,three thousand nine,conversation,male
datasources\LDC\wav\2CT1s0752.wav,contempt,three thousand nine,conversation,male
datasources\LDC\wav\2CT1s1280.wav,contempt,december fifth,conversation,male
datasources\LDC\wav\2CT1s1281.wav,contempt,december fifth,conversation,male
datasources\LDC\wav\2CT1s1300.wav,contempt,eight hundred nine,conversation,male
datasources\LDC\wav\2CT1s1301.wav,contempt,eight hundred nine,conversation,male
datasources\LDC\wav\2CT1s1302.wav,contempt,eight hundred nine,conversation,male
datasources\LDC\wav\2CT1s1410.wav,contempt,four thousand nine,conversation,male
datasources\LDC\wav\2CT1s1411.wav,contempt,four thousand nine,conversation,male
datasources\LDC\wav\2CT1s1412.wav,contempt,four thousand nine,conversation,male
datasources\LDC\wav\2CT1s1540.wav,contempt,nine thousand twelve,conversation,male
datasources\LDC\wav\2CT1s1541.wav,contempt,nine thousand twelve,conversation,male
datasources\LDC\wav\2CT1s1542.wav,contempt,nine thousand twelve,conversation,male
datasources\LDC\wav\2CT1s2100.wav,contempt,november first,conversation,male
datasources\LDC\wav\2CT1s2101.wav,contempt,november first,conversation,male
datasources\LDC\wav\2CT1s3280.wav,contempt,june twenty-sixth,conversation,male
datasources\LDC\wav\2CT1s3281.wav,contempt,june twenty-sixth,conversation,male
datasources\LDC\wav\2CT1s3480.wav,contempt,seventy-four,conversation,male
datasources\LDC\wav\2CT1s3481.wav,contempt,seventy-four,conversation,male
datasources\LDC\wav\2CT1s3482.wav,contempt,seventy-four,conversation,male
datasources\LDC\wav\2DG1s2460.wav,disgust,december first,conversation,male
datasources\LDC\wav\2DG1s2461.wav,disgust,december first,conversation,male
datasources\LDC\wav\2DG1s2470.wav,disgust,eight hundred one,conversation,male
datasources\LDC\wav\2DG1s2471.wav,disgust,eight hundred one,conversation,male
datasources\LDC\wav\2DG1s2480.wav,disgust,five hundred three,conversation,male
datasources\LDC\wav\2DG1s2481.wav,disgust,five hundred three,conversation,male
datasources\LDC\wav\2DG1s2482.wav,disgust,five hundred three,conversation,male
datasources\LDC\wav\2DG1s2483.wav,disgust,five hundred three,conversation,male
datasources\LDC\wav\2DG1s2490.wav,disgust,four thousand one,conversation,male
datasources\LDC\wav\2DG1s2491.wav,disgust,four thousand one,conversation,male
datasources\LDC\wav\2DG1s2510.wav,disgust,nine thousand two,conversation,male
datasources\LDC\wav\2DG1s2511.wav,disgust,nine thousand two,conversation,male
datasources\LDC\wav\2DG1s2520.wav,disgust,november fourth,conversation,male
datasources\LDC\wav\2DG1s2521.wav,disgust,november fourth,conversation,male
datasources\LDC\wav\2DG1s2550.wav,disgust,three thousand one,conversation,male
datasources\LDC\wav\2DG1s2551.wav,disgust,three thousand one,conversation,male
datasources\LDC\wav\2DG1s3290.wav,disgust,june twenty-third,conversation,male
datasources\LDC\wav\2DG1s3291.wav,disgust,june twenty-third,conversation,male
datasources\LDC\wav\2DG1s3490.wav,disgust,seventy-nine,conversation,male
datasources\LDC\wav\2DG1s3491.wav,disgust,seventy-nine,conversation,male
datasources\LDC\wav\2DG1s3540.wav,disgust,sixty-seven,conversation,male
datasources\LDC\wav\2DG1s3541.wav,disgust,sixty-seven,conversation,male
datasources\LDC\wav\2DM1s0010.wav,dominant,august sixteenth,conversation,male
datasources\LDC\wav\2DM1s0011.wav,dominant,august sixteenth,conversation,male
datasources\LDC\wav\2DM1s0040.wav,dominant,four thousand eight,conversation,male
datasources\LDC\wav\2DM1s0041.wav,dominant,four thousand eight,conversation,male
datasources\LDC\wav\2DM1s0190.wav,dominant,thirteen hundred,conversation,male
datasources\LDC\wav\2DM1s0191.wav,dominant,thirteen hundred,conversation,male
datasources\LDC\wav\2DM1s0260.wav,dominant,nine thousand three,conversation,male
datasources\LDC\wav\2DM1s0261.wav,dominant,nine thousand three,conversation,male
datasources\LDC\wav\2DM1s0420.wav,dominant,april second,conversation,male
datasources\LDC\wav\2DM1s0421.wav,dominant,april second,conversation,male
datasources\LDC\wav\2DM1s0422.wav,dominant,april second,conversation,male
datasources\LDC\wav\2DM1s0440.wav,dominant,four hundred eight,conversation,male
datasources\LDC\wav\2DM1s0441.wav,dominant,four hundred eight,conversation,male
datasources\LDC\wav\2DM1s0442.wav,dominant,four hundred eight,conversation,male
