,emotion,statements,situation,gender,mfcc
datasources\LDC\wav\1CT1s3550.wav,contempt,thirty-seven,conversation,male,"[-444.07318115234375, 141.22640991210938, -85.09822082519531, 62.37052536010742, 6.558660984039307, -24.506128311157227, 36.737571716308594, -10.247190475463867, 10.52444839477539, 22.647281646728516, -6.159761905670166, 23.068239212036133, 6.757894039154053, -4.358899116516113, 6.235246658325195, -13.847319602966309, 6.914597034454346, 11.209108352661133, -9.070944786071777, 1.4849685430526733]"
datasources\LDC\wav\1CT1s3551.wav,contempt,thirty-seven,conversation,male,"[-368.9464111328125, 123.68255615234375, -57.453086853027344, 51.67872619628906, 6.542731285095215, -20.124820709228516, 29.604568481445312, -6.590011119842529, 11.511756896972656, 30.153308868408203, 2.7900984287261963, 13.136096954345703, -2.857980966567993, -11.437193870544434, 6.42279577255249, -3.395449638366699, 1.5534720420837402, 1.7835819721221924, -6.347018241882324, 2.9807558059692383]"
datasources\LDC\wav\1DG1s0420.wav,disgust,april second,conversation,male,"[-348.28289794921875, 156.8463897705078, -41.97403335571289, 31.58614730834961, 12.981579780578613, -7.540407657623291, 36.80033493041992, 12.562230110168457, 4.3964128494262695, 6.017231464385986, -6.8088226318359375, 6.729294776916504, -2.506559371948242, -3.869593858718872, 9.27553653717041, -6.992794036865234, -4.5887980461120605, 3.990534543991089, -1.2053875923156738, 3.506850481033325]"
datasources\LDC\wav\1DG1s0421.wav,disgust,april second,conversation,male,"[-332.7984924316406, 150.6351318359375, -29.215200424194336, 29.264678955078125, 13.173616409301758, -3.2090463638305664, 36.220001220703125, 10.609208106994629, -0.1668892800807953, 7.823148250579834, -1.0093733072280884, 5.35294771194458, -3.8305575847625732, -5.976280212402344, 5.4714741706848145, -6.507975101470947, -7.033485412597656, 1.796846628189087, 1.9575544595718384, 2.609675645828247]"
datasources\LDC\wav\1DG1s0422.wav,disgust,april second,conversation,male,"[-466.8787536621094, 155.9997100830078, -32.23835754394531, 37.23137283325195, 16.84901237487793, -6.003024101257324, 30.920352935791016, 2.3174312114715576, 3.148005247116089, 18.41991424560547, -2.041908025741577, -0.5254176259040833, -1.0407837629318237, 1.7016334533691406, 7.057288646697998, -9.201138496398926, -1.8559473752975464, 8.799140930175781, -1.8011980056762695, -1.763630747795105]"
datasources\LDC\wav\1DG1s0423.wav,disgust,april second,conversation,male,"[-484.2348327636719, 162.02816772460938, -44.65086364746094, 46.979217529296875, 20.25055694580078, -11.03756046295166, 31.538354873657227, 4.702086925506592, 5.92540979385376, 13.378194808959961, -5.8926215171813965, 3.429630994796753, -2.4273107051849365, 0.6521948575973511, 7.407203674316406, -11.58747386932373, 0.9926646947860718, 10.057524681091309, -2.8728744983673096, 1.2769956588745117]"
datasources\LDC\wav\1DG1s0424.wav,disgust,april second,conversation,male,"[-484.6884460449219, 159.44749450683594, -53.79771041870117, 56.855411529541016, 29.133211135864258, -1.2820173501968384, 32.20622634887695, -10.338335037231445, 7.7752909660339355, 19.052520751953125, -15.395127296447754, 6.132726669311523, 4.489166259765625, -4.1578874588012695, 9.863285064697266, -5.684717178344727, -1.3060091733932495, 9.298272132873535, -1.8251444101333618, -1.1093496084213257]"
datasources\LDC\wav\1DG1s0425.wav,disgust,april second,conversation,male,"[-411.5367126464844, 143.76394653320312, -21.305742263793945, 35.377498626708984, 19.72447395324707, 5.109493732452393, 32.87896728515625, -0.9825422763824463, 0.8242813944816589, 14.498488426208496, -6.478836536407471, 2.7042486667633057, 2.8673906326293945, -5.1516432762146, 4.931343078613281, -4.0442328453063965, -6.1342339515686035, 3.9534051418304443, 0.7478232383728027, -1.3049298524856567]"
datasources\LDC\wav\1DG1s0430.wav,disgust,eight thousand twelve,conversation,male,"[-346.9256591796875, 149.84860229492188, -26.96783447265625, 38.632869720458984, 19.928319931030273, -7.398072719573975, 21.065853118896484, -1.5516616106033325, -0.7025521993637085, 4.552281379699707, -8.538954734802246, 7.288863182067871, 2.8620729446411133, -3.291501998901367, 7.020172119140625, -2.790243148803711, -2.4922564029693604, 2.9286346435546875, 0.7969347238540649, 3.322129249572754]"
datasources\LDC\wav\1DG1s0431.wav,disgust,eight thousand twelve,conversation,male,"[-382.364990234375, 169.3567352294922, -20.435516357421875, 52.35922622680664, 18.542007446289062, -12.86941909790039, 25.350887298583984, -0.639552891254425, 1.140600562095642, 9.588332176208496, -5.217055320739746, 9.837469100952148, 2.566824436187744, -1.3008373975753784, 10.528637886047363, -4.698185443878174, -2.2357394695281982, 6.327569961547852, 2.10542893409729, 5.966541767120361]"
datasources\LDC\wav\1DG1s0432.wav,disgust,eight thousand twelve,conversation,male,"[-422.3578796386719, 154.00970458984375, -10.714493751525879, 56.058067321777344, 28.01210594177246, -12.578025817871094, 16.874919891357422, 0.7677015066146851, 1.270616888999939, 11.659078598022461, -0.8420799374580383, 4.888628959655762, 1.35641610622406, 3.9001076221466064, 11.649505615234375, -6.23358678817749, -3.0303845405578613, 7.8072333335876465, -0.40899839997291565, 1.8544948101043701]"
datasources\LDC\wav\1DG1s0433.wav,disgust,eight thousand twelve,conversation,male,"[-388.1387023925781, 158.13760375976562, -11.100017547607422, 49.45198059082031, 29.65428924560547, -10.645966529846191, 16.057720184326172, 1.4451767206192017, -3.7736167907714844, 8.243520736694336, 1.3100976943969727, 3.0956478118896484, -0.16232408583164215, 3.8872580528259277, 8.156493186950684, -9.016961097717285, -3.8948264122009277, 8.692999839782715, 2.249577760696411, 1.1995490789413452]"
datasources\LDC\wav\1DG1s0440.wav,disgust,four hundred eight,conversation,male,"[-397.8340148925781, 145.0091552734375, -6.753725051879883, 30.75509262084961, 16.036762237548828, 4.305874347686768, 29.761455535888672, 6.313880920410156, 3.743584394454956, 10.482954978942871, 0.5860655307769775, 6.226685047149658, -2.568751573562622, -0.8022772073745728, 12.563802719116211, -2.591118335723877, -3.847078561782837, 5.880975723266602, 0.6384262442588806, 0.5806926488876343]"
datasources\LDC\wav\1DG1s0441.wav,disgust,four hundred eight,conversation,male,"[-371.23553466796875, 151.60552978515625, -15.897909164428711, 47.45777130126953, 23.24648666381836, -4.905440330505371, 31.87899398803711, 9.141939163208008, -1.048508882522583, 7.70554780960083, -1.4117319583892822, 1.7865296602249146, -4.760554790496826, 0.4827568829059601, 10.766971588134766, -5.790166854858398, -3.7660324573516846, 3.4842727184295654, -3.4208343029022217, -0.18433302640914917]"
datasources\LDC\wav\1DG1s0442.wav,disgust,four hundred eight,conversation,male,"[-386.67840576171875, 144.82044982910156, -15.611995697021484, 44.16260528564453, 19.08437156677246, -4.406842231750488, 30.41042709350586, 6.3920392990112305, 2.185086727142334, 12.339303016662598, -0.14480601251125336, 2.5833914279937744, -4.332337379455566, -1.3664692640304565, 8.447558403015137, -4.885250091552734, -0.49309563636779785, 4.174472808837891, -5.616090297698975, -1.4107979536056519]"
datasources\LDC\wav\1DG1s0460.wav,disgust,may seventeenth,conversation,male,"[-438.89154052734375, 114.81804656982422, -27.260988235473633, 34.15605545043945, 21.39849281311035, 0.7268306016921997, 31.650897979736328, 19.040851593017578, 13.824982643127441, 6.079732418060303, -4.573858261108398, 16.788597106933594, 7.82896614074707, -7.854537487030029, 4.034346103668213, 0.9366297721862793, -0.8294270634651184, 4.176368713378906, 0.184111088514328, -1.7733193635940552]"
datasources\LDC\wav\1DG1s0461.wav,disgust,may seventeenth,conversation,male,"[-398.5933837890625, 147.2168426513672, -44.69145965576172, 35.525978088378906, 16.549734115600586, -3.457873821258545, 38.752933502197266, 15.487434387207031, 8.041593551635742, 3.3483190536499023, -4.297774314880371, 14.13988971710205, -2.790050983428955, -3.7418649196624756, 10.696998596191406, -8.181676864624023, -2.60343074798584, 5.486441135406494, -1.1609492301940918, 4.017616271972656]"
datasources\LDC\wav\1DG1s0462.wav,disgust,may seventeenth,conversation,male,"[-456.9603576660156, 145.5866241455078, -32.8365478515625, 55.339847564697266, 30.960697174072266, 6.625523090362549, 36.14519119262695, 1.7712241411209106, 10.194658279418945, 13.695762634277344, -8.404400825500488, 9.684953689575195, -0.4136589467525482, -3.012202262878418, 11.718091011047363, -10.007205963134766, -4.9722089767456055, 9.253795623779297, -1.0706703662872314, -0.07100696116685867]"
datasources\LDC\wav\1DG1s0470.wav,disgust,nine hundred six,conversation,male,"[-387.901611328125, 163.13436889648438, -47.05986785888672, 48.98931884765625, 16.408159255981445, -13.933340072631836, 29.662708282470703, -0.9551650285720825, 7.138802528381348, 16.216392517089844, -5.6680521965026855, 8.584476470947266, -2.534522771835327, -5.143773078918457, 10.735135078430176, -4.570617198944092, 0.8623663783073425, 6.57763147354126, -1.787500262260437, 4.786294460296631]"
datasources\LDC\wav\1DG1s0471.wav,disgust,nine hundred six,conversation,male,"[-392.3132019042969, 157.6276092529297, -65.49718475341797, 51.194915771484375, 23.877277374267578, -16.53338623046875, 27.890756607055664, 1.0490280389785767, 9.713823318481445, 16.916122436523438, -8.063702583312988, 8.056727409362793, -0.543794572353363, -6.04843282699585, 8.149730682373047, -4.631739616394043, 1.3247642517089844, 5.18050479888916, -3.4524085521698, 4.319424629211426]"
datasources\LDC\wav\1DG1s0472.wav,disgust,nine hundred six,conversation,male,"[-367.6510009765625, 147.8748321533203, -63.68218994140625, 59.04694366455078, 19.613988876342773, -20.10224723815918, 35.46754837036133, 1.7037447690963745, 2.790682792663574, 18.364133834838867, -3.365722894668579, 4.846061706542969, -4.112337589263916, -3.868908166885376, 8.843711853027344, -6.157452583312988, 2.119055986404419, 7.933315277099609, -0.33409932255744934, 3.76985239982605]"
datasources\LDC\wav\1DG1s0480.wav,disgust,october twelfth,conversation,male,"[-373.55181884765625, 127.05480194091797, -14.266846656799316, 38.07284164428711, 25.082962036132812, -4.920931339263916, 12.458207130432129, -5.617003917694092, -3.3281149864196777, 10.96517276763916, 1.3902422189712524, 5.596616744995117, 3.1295955181121826, 0.7165409922599792, 8.255701065063477, -0.424251914024353, -0.7776941061019897, 3.9972658157348633, 0.039175961166620255, 4.130176544189453]"
datasources\LDC\wav\1DG1s0481.wav,disgust,october twelfth,conversation,male,"[-339.823974609375, 123.99713134765625, -17.708858489990234, 36.830345153808594, 17.312725067138672, -4.8644609451293945, 19.121780395507812, -5.6236186027526855, -2.088324546813965, 12.515679359436035, -1.5351810455322266, 3.443105936050415, 1.1577339172363281, -0.3312061131000519, 9.149271965026855, 0.9247291684150696, 0.8166902661323547, 2.452676296234131, -2.446533679962158, 3.3260631561279297]"
datasources\LDC\wav\1DG1s0482.wav,disgust,october twelfth,conversation,male,"[-443.1050109863281, 150.78990173339844, -8.940361976623535, 54.582725524902344, 36.22465896606445, -12.239054679870605, 9.144684791564941, 1.9343780279159546, -2.446492910385132, 7.65536642074585, 5.772988319396973, 6.288852214813232, -0.09929440915584564, 5.499748706817627, 9.570343971252441, -4.66137170791626, 0.8296137452125549, 5.559171676635742, -0.8332364559173584, 3.6295650005340576]"
datasources\LDC\wav\1DG1s0490.wav,disgust,one thousand five,conversation,male,"[-454.8783874511719, 172.1221466064453, -34.30218505859375, 53.903953552246094, 21.307682037353516, -18.32394790649414, 24.201805114746094, 1.5171929597854614, 1.7687164545059204, 11.162949562072754, -1.9127185344696045, 10.698149681091309, 0.2764648199081421, -2.0846681594848633, 11.172964096069336, -4.633939743041992, -3.4367947578430176, 3.6868951320648193, 2.470710039138794, 8.989049911499023]"
datasources\LDC\wav\1DG1s0491.wav,disgust,one thousand five,conversation,male,"[-447.94317626953125, 166.48800659179688, -21.93922233581543, 46.76678466796875, 22.52552604675293, -10.615249633789062, 17.42559814453125, -2.481006622314453, 5.194041728973389, 10.28166389465332, -5.881967067718506, 9.523580551147461, 2.593424081802368, -1.3807977437973022, 10.162202835083008, -4.691457271575928, -4.22846794128418, 2.8415865898132324, 2.110825777053833, 9.026896476745605]"
datasources\LDC\wav\1DG1s0500.wav,disgust,six hundred twelve,conversation,male,"[-499.927490234375, 151.6292266845703, -37.031280517578125, 45.90993118286133, 21.55199432373047, -6.934986591339111, 19.615163803100586, -3.751974105834961, 13.598567008972168, 12.162969589233398, -10.182744026184082, 14.778838157653809, 3.9226977825164795, -5.630995273590088, 9.979474067687988, -3.207026958465576, -2.1093623638153076, 2.411008834838867, -0.4017709791660309, 7.398221492767334]"
datasources\LDC\wav\1DG1s0510.wav,disgust,three hundred eight,conversation,male,"[-438.3857727050781, 153.81976318359375, -26.11732292175293, 25.445663452148438, 11.993430137634277, 6.073432922363281, 36.59560775756836, 4.59750509262085, 8.70177936553955, 18.62226104736328, 0.4087909162044525, 7.556856632232666, -0.5531459450721741, -2.737355947494507, 9.476073265075684, -3.423872232437134, -4.130246639251709, 0.7591530680656433, -1.1173217296600342, 4.20543909072876]"
datasources\LDC\wav\1DG1s0511.wav,disgust,three hundred eight,conversation,male,"[-459.9870910644531, 143.7917938232422, -13.282218933105469, 17.427921295166016, 10.671147346496582, 13.190508842468262, 38.81663513183594, 8.418261528015137, 8.473926544189453, 18.281055450439453, -1.2184237241744995, -0.35397765040397644, -0.5785653591156006, -0.9224982857704163, 5.398051738739014, -2.7086570262908936, -5.502718448638916, -5.682864189147949, -3.792452573776245, 1.8357199430465698]"
datasources\LDC\wav\1DG1s0520.wav,disgust,two hundred three,conversation,male,"[-456.8866882324219, 150.94761657714844, -41.295310974121094, 44.260318756103516, 22.824317932128906, 1.264262318611145, 33.50115966796875, 0.8833276629447937, 11.03276252746582, 15.795393943786621, -7.2213640213012695, 11.592567443847656, 3.9738199710845947, -1.3805943727493286, 11.35795783996582, -4.218809127807617, -0.7844919562339783, 2.907686948776245, -3.7686617374420166, 5.83677339553833]"
datasources\LDC\wav\1DM1s0070.wav,dominant,seven hundred,conversation,male,"[-536.9681396484375, 108.61459350585938, -12.796212196350098, 29.31745719909668, 9.130247116088867, -6.4517598152160645, 16.91465187072754, 2.0429165363311768, 10.346514701843262, 18.902339935302734, 8.483972549438477, 14.994542121887207, 4.664964199066162, -3.6767172813415527, 1.1982676982879639, -4.478463649749756, 1.5714541673660278, 4.180671691894531, -1.6734195947647095, 2.3204352855682373]"
datasources\LDC\wav\1DM1s0130.wav,dominant,july fourteenth,conversation,male,"[-516.6803588867188, 115.0527114868164, -26.570232391357422, 32.627140045166016, 17.00313377380371, -0.15233947336673737, 23.926536560058594, -0.8764118552207947, 0.5363067984580994, 10.089924812316895, 6.92264461517334, 20.154966354370117, 7.351893901824951, 0.10280448943376541, 3.6235766410827637, -11.320045471191406, -1.3268351554870605, 8.67795181274414, -0.8106703758239746, -0.22026963531970978]"
datasources\LDC\wav\1DM1s0150.wav,dominant,nine hundred four,conversation,male,"[-472.31256103515625, 147.6051788330078, -17.16999626159668, 39.48027038574219, 10.147293090820312, -10.255309104919434, 21.613019943237305, -5.010854721069336, 2.036733627319336, 19.411300659179688, 11.532021522521973, 18.57602882385254, 1.5543395280838013, -6.948613166809082, 0.8276482820510864, -9.208375930786133, 2.865818977355957, 8.35023307800293, -6.851822853088379, -2.1842000484466553]"
