,modality,emotion,statement,gender,mfcc
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_01\03-01-07-02-02-02-01.wav,audio-only,disgust,Dogs are sitting by the door,male,"[-499.4042663574219, 60.385414123535156, 5.589432716369629, 20.55776023864746, -3.302029848098755, 8.759050369262695, -6.170701026916504, 8.05699348449707, 2.622943639755249, 2.34671950340271, -1.316378116607666, -2.382132053375244, -4.673891544342041, -3.871436357498169, -3.9456381797790527, -7.8784966468811035, -6.6764092445373535, -2.0039196014404297, -2.072892904281616, -1.5895144939422607]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-01-01-01.wav,audio-only,surprised,Kids are talking by the door,male,"[-661.0250244140625, 59.8566780090332, 8.131975173950195, 13.32905387878418, -0.876014232635498, 13.263479232788086, 2.715843915939331, 6.267819881439209, 1.946057915687561, 0.23759813606739044, 6.686388969421387, -0.041852712631225586, -2.3313138484954834, 0.7281979918479919, 0.5094496011734009, -5.1117095947265625, -5.197785377502441, -0.6131516695022583, -0.11208701133728027, -0.13959845900535583]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-01-02-01.wav,audio-only,surprised,Kids are talking by the door,male,"[-692.2527465820312, 62.653076171875, 7.130151748657227, 10.296504020690918, -1.2357765436172485, 13.290534973144531, 3.6837356090545654, 7.272511959075928, 0.5545088648796082, 4.582664489746094, 6.310617446899414, -0.808263897895813, -3.1340742111206055, -0.11359645426273346, 1.2433576583862305, -4.567011833190918, -5.30574369430542, -1.1107807159423828, -0.031199999153614044, 1.544840693473816]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-02-01-01.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-674.02587890625, 67.01972961425781, 6.305929660797119, 15.860673904418945, 1.4088517427444458, 17.402912139892578, 0.9530494213104248, 7.2997870445251465, 0.35072794556617737, 4.676937103271484, 6.728456020355225, -0.43257296085357666, -0.29259127378463745, 0.6880664229393005, -0.6561755537986755, -5.602097511291504, -5.150493144989014, -0.9649617075920105, -0.037829894572496414, 2.8158154487609863]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-02-02-01.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-686.1624145507812, 61.14759063720703, 3.878919839859009, 14.914633750915527, 0.324327290058136, 15.04954719543457, -0.7815195918083191, 5.185379981994629, -1.1114481687545776, 1.540122389793396, 4.4681501388549805, 0.38533124327659607, -4.133749961853027, 1.5969271659851074, 0.7391387224197388, -5.175183296203613, -5.425299167633057, -0.4922623038291931, 0.05333145707845688, 1.482817530632019]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-01-01-01.wav,audio-only,surprised,Kids are talking by the door,male,"[-613.640869140625, 66.57070922851562, 1.7989509105682373, 13.848481178283691, -4.163036823272705, 14.353943824768066, 1.569661259651184, 7.555475234985352, -0.4507500231266022, 0.8526619672775269, 8.44007396697998, -0.8538509607315063, -5.030375003814697, 0.06893552094697952, 0.39333575963974, -4.982221603393555, -5.66102409362793, -0.7668686509132385, 0.6000640392303467, -0.9488070011138916]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-01-02-01.wav,audio-only,surprised,Kids are talking by the door,male,"[-569.39404296875, 59.07868576049805, -0.5449007153511047, 13.580328941345215, -2.8458378314971924, 13.331652641296387, -1.0783236026763916, 5.602480888366699, -1.412704586982727, 0.6095258593559265, 5.237307071685791, 0.89155513048172, -4.809622764587402, -0.8882441520690918, -0.46679815649986267, -4.013739585876465, -6.282568454742432, -2.272339344024658, -0.2990896999835968, -1.172600269317627]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-02-01-01.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-616.164794921875, 66.4727783203125, -2.344703435897827, 16.9881591796875, -3.149691343307495, 15.356439590454102, 0.5557647943496704, 3.760178327560425, -1.789553165435791, 5.228647232055664, 5.110586643218994, -1.1610064506530762, -4.423827171325684, 0.40238645672798157, -0.23116722702980042, -6.757721900939941, -6.569215774536133, -1.4141669273376465, -0.23000966012477875, 0.2932877540588379]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-02-02-01.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-598.5040283203125, 64.09851837158203, 0.7169813513755798, 15.602989196777344, -2.5693700313568115, 10.945605278015137, -2.2947447299957275, 6.56924295425415, 0.23349416255950928, 1.371453046798706, 5.35321044921875, -0.3156064748764038, -4.704999923706055, -1.4953163862228394, 0.30521702766418457, -4.076218605041504, -8.78515338897705, -2.889845371246338, -0.6019594073295593, 0.14836202561855316]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-01-01-01-01-03.wav,audio-only,neutral,Kids are talking by the door,male,"[-640.34326171875, 74.4801025390625, 6.403520584106445, 14.097293853759766, 0.9654689431190491, 9.669445991516113, 5.4438323974609375, 10.101104736328125, 5.210618019104004, -3.507352590560913, -0.3565964698791504, 2.5072402954101562, -2.957838773727417, -3.507704496383667, -1.6409627199172974, -1.7771302461624146, -3.1256144046783447, -2.5022082328796387, 0.6809103488922119, -2.0736284255981445]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-01-01-01-02-03.wav,audio-only,neutral,Kids are talking by the door,male,"[-643.923828125, 79.28421020507812, 10.54239559173584, 17.883296966552734, 2.6436808109283447, 14.410515785217285, 7.160260200500488, 13.347309112548828, 8.342153549194336, -0.1920062154531479, 1.564584493637085, 3.599893569946289, -2.3401660919189453, -0.7029848694801331, 1.3221410512924194, 0.6634539365768433, -2.9920034408569336, -1.9027739763259888, 2.4205026626586914, -1.0407072305679321]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-01-01-02-01-03.wav,audio-only,neutral,Dogs are sitting by the door,male,"[-651.1127319335938, 80.95310974121094, 1.7056154012680054, 19.78973960876465, -1.9417990446090698, 12.690521240234375, 4.831235885620117, 13.260586738586426, 3.6860191822052, -2.2269985675811768, 1.9081711769104004, 3.9639644622802734, -4.306154251098633, -3.314467668533325, -1.2759612798690796, -1.1763978004455566, -2.3238518238067627, -3.854426860809326, 0.9640076160430908, -0.1019875630736351]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-01-01-02-02-03.wav,audio-only,neutral,Dogs are sitting by the door,male,"[-636.51416015625, 75.43424224853516, 3.3300485610961914, 21.295934677124023, -2.142632007598877, 10.87794303894043, 5.295742511749268, 14.385799407958984, 4.961153984069824, -1.3276039361953735, 1.2904335260391235, 1.7442213296890259, -3.6255249977111816, -3.534334659576416, -1.7078938484191895, -1.9576783180236816, -3.7181508541107178, -5.306366920471191, -0.31743794679641724, -0.9729796648025513]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-01-01-03.wav,audio-only,calm,Kids are talking by the door,male,"[-661.1295776367188, 79.30586242675781, 8.302322387695312, 23.702173233032227, -1.8528772592544556, 15.664178848266602, 4.416503429412842, 15.65345573425293, 2.6353251934051514, -1.710813045501709, 3.4996941089630127, 5.717608451843262, -6.482509136199951, -1.0831890106201172, -0.07197625935077667, -1.7087329626083374, -2.4684200286865234, -1.7255587577819824, 3.4690632820129395, -0.3145892322063446]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-01-02-03.wav,audio-only,calm,Kids are talking by the door,male,"[-656.781982421875, 82.35338592529297, 4.787506103515625, 20.376203536987305, -3.0356974601745605, 14.906116485595703, 3.7034215927124023, 13.748046875, 2.58392071723938, -2.308765172958374, 2.326796054840088, 5.8162360191345215, -7.749383926391602, -2.4248857498168945, -0.017795605584979057, -0.7092497944831848, -2.886887311935425, -1.2639455795288086, 4.0780510902404785, -0.9856202006340027]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-02-01-03.wav,audio-only,calm,Dogs are sitting by the door,male,"[-656.6923828125, 92.09361267089844, 5.908005237579346, 22.53756332397461, -8.699310302734375, 14.354784965515137, 10.93453598022461, 20.55400848388672, -0.5695443153381348, -4.96165657043457, 5.463924884796143, 5.535537242889404, -7.987422466278076, -0.20176544785499573, -1.4423012733459473, -1.9426220655441284, -0.5481201410293579, -1.0766879320144653, 1.3795920610427856, 0.5502768754959106]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-02-02-03.wav,audio-only,calm,Dogs are sitting by the door,male,"[-566.7486572265625, 80.17420196533203, 3.6359775066375732, 24.190860748291016, -6.977341175079346, 10.86697006225586, 4.144157409667969, 16.01006507873535, 0.6750307083129883, -4.02967643737793, 2.630596160888672, 8.282248497009277, -8.475445747375488, -3.5306644439697266, 0.10033337771892548, -2.491098642349243, -4.875304698944092, -2.2992687225341797, 2.5095012187957764, 1.6633464097976685]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-01-01-03.wav,audio-only,calm,Kids are talking by the door,male,"[-586.2459106445312, 117.16287994384766, 2.316262722015381, 18.984811782836914, -6.225315093994141, 10.584343910217285, 1.6981022357940674, 15.81898307800293, -2.503035306930542, -10.72439956665039, 4.718690395355225, 10.280830383300781, -10.86046314239502, -6.212721347808838, -0.6487060189247131, -3.0501065254211426, -4.026956081390381, -4.659329891204834, 3.285580635070801, 3.194676160812378]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-01-02-03.wav,audio-only,calm,Kids are talking by the door,male,"[-548.6485595703125, 93.83433532714844, 2.1232833862304688, 15.280101776123047, -6.807173252105713, 13.501105308532715, -0.13919027149677277, 12.447118759155273, 3.0686726570129395, -1.7847926616668701, 1.9666253328323364, 5.556182384490967, -9.250868797302246, -3.1597235202789307, -1.1524637937545776, -4.50191593170166, -6.619635581970215, -4.779640197753906, 2.851557970046997, 1.330268383026123]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-02-01-03.wav,audio-only,calm,Dogs are sitting by the door,male,"[-540.9535522460938, 92.0458755493164, 3.9259650707244873, 22.30708122253418, -7.605706214904785, 13.154836654663086, 3.2363345623016357, 17.649761199951172, -1.4229308366775513, -4.419140815734863, 4.532244682312012, 10.815630912780762, -10.74163818359375, -4.580774784088135, 0.10791965574026108, -3.380981683731079, -4.951508522033691, -1.4676052331924438, 3.8758134841918945, 1.9748611450195312]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-02-02-03.wav,audio-only,calm,Dogs are sitting by the door,male,"[-551.3095703125, 90.84331512451172, 2.8449037075042725, 24.671220779418945, -6.332767009735107, 10.545687675476074, 1.3439794778823853, 17.036579132080078, 1.1077567338943481, -4.967320442199707, 3.9349749088287354, 10.330459594726562, -12.797945022583008, -4.706001281738281, 0.7534980773925781, -2.6057024002075195, -4.291500091552734, -1.9223911762237549, 3.1468443870544434, 3.9918642044067383]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-01-01-03.wav,audio-only,happy,Kids are talking by the door,male,"[-570.052734375, 88.22290802001953, 6.077993869781494, 14.387272834777832, -4.63127326965332, 8.785369873046875, -0.14366450905799866, 9.600892066955566, 1.9473645687103271, -2.9105851650238037, 5.540459632873535, 5.248384952545166, -7.891726493835449, -4.2862324714660645, -3.3441836833953857, -4.556295871734619, -5.154804229736328, -3.7780191898345947, -0.6144333481788635, -1.8306077718734741]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-01-02-03.wav,audio-only,happy,Kids are talking by the door,male,"[-534.2730712890625, 81.82161712646484, 4.707338809967041, 15.396105766296387, -4.647482395172119, 4.735800743103027, -4.8600287437438965, 8.290534973144531, -0.06193118169903755, -5.262271404266357, 4.534450531005859, 4.62488317489624, -7.926177978515625, -4.446680068969727, -3.792390823364258, -4.6538896560668945, -4.828990459442139, -3.4793593883514404, -0.5912626385688782, -2.2962303161621094]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-02-01-03.wav,audio-only,happy,Dogs are sitting by the door,male,"[-553.4453735351562, 71.9931869506836, 0.8504233956336975, 14.831721305847168, -3.1294264793395996, 7.453469276428223, 1.7868763208389282, 12.332618713378906, 2.5633418560028076, -4.76018762588501, 2.916292428970337, 2.1287243366241455, -7.550538063049316, -3.2458930015563965, -2.571232318878174, -4.161385536193848, -4.211686134338379, -4.569538593292236, -0.4152507781982422, -1.7647387981414795]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-02-02-03.wav,audio-only,happy,Dogs are sitting by the door,male,"[-585.7745361328125, 73.29988861083984, 3.971996545791626, 18.930036544799805, -1.3601502180099487, 4.646256923675537, -1.210757851600647, 13.848665237426758, 2.116014242172241, -4.552074909210205, 5.286604881286621, 3.7087507247924805, -6.491828441619873, -1.931839108467102, -2.29056978225708, -5.364404201507568, -3.415210008621216, -2.8549964427948, 1.824884057044983, -0.8530098795890808]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-01-01-03.wav,audio-only,happy,Kids are talking by the door,male,"[-439.19024658203125, 81.29045867919922, -0.7999812960624695, 20.489364624023438, -4.302650451660156, 1.116188406944275, -4.57524299621582, 7.422553062438965, -2.1810994148254395, -9.585386276245117, 1.6673318147659302, 6.8343706130981445, -10.619028091430664, -7.182571887969971, -3.392434597015381, -6.050783634185791, -3.65498423576355, -3.934563159942627, -2.180591344833374, -2.246598958969116]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-01-02-03.wav,audio-only,happy,Kids are talking by the door,male,"[-404.3179931640625, 89.2220230102539, -9.191518783569336, 20.167531967163086, -2.119734764099121, 1.26951003074646, -6.230135440826416, 4.4857306480407715, -1.6417089700698853, -9.616495132446289, 2.1061112880706787, 8.072006225585938, -10.981128692626953, -8.545141220092773, -2.7491421699523926, -6.778738498687744, -5.854484558105469, -3.9227213859558105, -3.4719669818878174, -2.0008914470672607]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-02-01-03.wav,audio-only,happy,Dogs are sitting by the door,male,"[-355.1885681152344, 67.36683654785156, -5.080997467041016, 24.519939422607422, -4.379417896270752, 5.69904088973999, -8.276540756225586, 5.693050384521484, 0.455073744058609, -6.7029619216918945, -1.1961814165115356, 7.43220853805542, -3.310238838195801, -4.952511310577393, -7.433601379394531, -5.025237560272217, -4.979633331298828, -3.3669488430023193, -3.489157199859619, -4.23097562789917]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-02-02-03.wav,audio-only,happy,Dogs are sitting by the door,male,"[-419.1303405761719, 74.0642318725586, 0.07662675529718399, 17.964183807373047, -7.477847576141357, 0.5096337199211121, -3.117021322250366, 6.223003387451172, -0.6479030847549438, -6.980388164520264, 4.751230239868164, 5.527583122253418, -8.804193496704102, -4.202834606170654, -3.5139660835266113, -5.95628547668457, -3.453723907470703, -2.244657278060913, -1.5225694179534912, -2.7561419010162354]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-04-01-01-01-03.wav,audio-only,sad,Kids are talking by the door,male,"[-681.3212890625, 89.88507080078125, 9.41332721710205, 19.097801208496094, -2.6320254802703857, 11.800610542297363, 3.7197582721710205, 12.146321296691895, 4.545296669006348, -1.20304536819458, 3.492889642715454, 5.127143383026123, -5.224237442016602, -1.6922390460968018, -1.049699068069458, -1.9391071796417236, -1.2156119346618652, -1.8182345628738403, 0.5267176628112793, -3.575791835784912]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-04-01-01-02-03.wav,audio-only,sad,Kids are talking by the door,male,"[-681.5184936523438, 85.12815856933594, 11.283472061157227, 20.853763580322266, -2.4933347702026367, 14.553295135498047, 4.650232315063477, 12.574792861938477, 5.512835502624512, -0.6424190402030945, 1.3312511444091797, 3.6302552223205566, -3.563281297683716, -0.656363844871521, 0.3151431977748871, -1.5512381792068481, -0.08590980619192123, -1.7950090169906616, 1.294327974319458, -2.5211217403411865]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_03\03-01-04-01-02-01-03.wav,audio-only,sad,Dogs are sitting by the door,male,"[-619.3069458007812, 87.09487915039062, 5.006800174713135, 17.26968765258789, -1.1317601203918457, 14.497179985046387, 4.275881767272949, 12.877728462219238, 4.804598331451416, -2.061711549758911, 2.851198673248291, 4.7783708572387695, -5.810725688934326, -3.5488080978393555, -2.192749500274658, -2.3292109966278076, -3.4448773860931396, -3.6392316818237305, 1.0696594715118408, 0.1863545924425125]"
