,modality,emotion,statement,gender,mfcc
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_01\03-01-07-02-02-02-01.wav,audio-only,disgust,Dogs are sitting by the door,male,"[-499.4042663574219, 60.385414123535156, 5.589432716369629, 20.55776023864746, -3.302029848098755, 8.759050369262695, -6.170701026916504, 8.05699348449707, 2.622943639755249, 2.34671950340271, -1.316378116607666, -2.382132053375244, -4.673891544342041, -3.871436357498169, -3.9456381797790527, -7.8784966468811035, -6.6764092445373535, -2.0039196014404297, -2.072892904281616, -1.5895144939422607]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-01-01-01.wav,audio-only,surprised,Kids are talking by the door,male,"[-661.0250244140625, 59.8566780090332, 8.131975173950195, 13.32905387878418, -0.876014232635498, 13.263479232788086, 2.715843915939331, 6.267819881439209, 1.946057915687561, 0.23759813606739044, 6.686388969421387, -0.041852712631225586, -2.3313138484954834, 0.7281979918479919, 0.5094496011734009, -5.1117095947265625, -5.197785377502441, -0.6131516695022583, -0.11208701133728027, -0.13959845900535583]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-01-02-01.wav,audio-only,surprised,Kids are talking by the door,male,"[-692.2527465820312, 62.653076171875, 7.130151748657227, 10.296504020690918, -1.2357765436172485, 13.290534973144531, 3.6837356090545654, 7.272511959075928, 0.5545088648796082, 4.582664489746094, 6.310617446899414, -0.808263897895813, -3.1340742111206055, -0.11359645426273346, 1.2433576583862305, -4.567011833190918, -5.30574369430542, -1.1107807159423828, -0.031199999153614044, 1.544840693473816]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-02-01-01.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-674.02587890625, 67.01972961425781, 6.305929660797119, 15.860673904418945, 1.4088517427444458, 17.402912139892578, 0.9530494213104248, 7.2997870445251465, 0.35072794556617737, 4.676937103271484, 6.728456020355225, -0.43257296085357666, -0.29259127378463745, 0.6880664229393005, -0.6561755537986755, -5.602097511291504, -5.150493144989014, -0.9649617075920105, -0.037829894572496414, 2.8158154487609863]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-02-02-01.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-686.1624145507812, 61.14759063720703, 3.878919839859009, 14.914633750915527, 0.324327290058136, 15.04954719543457, -0.7815195918083191, 5.185379981994629, -1.1114481687545776, 1.540122389793396, 4.4681501388549805, 0.38533124327659607, -4.133749961853027, 1.5969271659851074, 0.7391387224197388, -5.175183296203613, -5.425299167633057, -0.4922623038291931, 0.05333145707845688, 1.482817530632019]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-01-01-01.wav,audio-only,surprised,Kids are talking by the door,male,"[-613.640869140625, 66.57070922851562, 1.7989509105682373, 13.848481178283691, -4.163036823272705, 14.353943824768066, 1.569661259651184, 7.555475234985352, -0.4507500231266022, 0.8526619672775269, 8.44007396697998, -0.8538509607315063, -5.030375003814697, 0.06893552094697952, 0.39333575963974, -4.982221603393555, -5.66102409362793, -0.7668686509132385, 0.6000640392303467, -0.9488070011138916]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-01-02-01.wav,audio-only,surprised,Kids are talking by the door,male,"[-569.39404296875, 59.07868576049805, -0.5449007153511047, 13.580328941345215, -2.8458378314971924, 13.331652641296387, -1.0783236026763916, 5.602480888366699, -1.412704586982727, 0.6095258593559265, 5.237307071685791, 0.89155513048172, -4.809622764587402, -0.8882441520690918, -0.46679815649986267, -4.013739585876465, -6.282568454742432, -2.272339344024658, -0.2990896999835968, -1.172600269317627]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-02-01-01.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-616.164794921875, 66.4727783203125, -2.344703435897827, 16.9881591796875, -3.149691343307495, 15.356439590454102, 0.5557647943496704, 3.760178327560425, -1.789553165435791, 5.228647232055664, 5.110586643218994, -1.1610064506530762, -4.423827171325684, 0.40238645672798157, -0.23116722702980042, -6.757721900939941, -6.569215774536133, -1.4141669273376465, -0.23000966012477875, 0.2932877540588379]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-02-02-01.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-598.5040283203125, 64.09851837158203, 0.7169813513755798, 15.602989196777344, -2.5693700313568115, 10.945605278015137, -2.2947447299957275, 6.56924295425415, 0.23349416255950928, 1.371453046798706, 5.35321044921875, -0.3156064748764038, -4.704999923706055, -1.4953163862228394, 0.30521702766418457, -4.076218605041504, -8.78515338897705, -2.889845371246338, -0.6019594073295593, 0.14836202561855316]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-01-01-02.wav,audio-only,neutral,Kids are talking by the door,female,"[-668.9224853515625, 69.64322662353516, 4.744286060333252, 10.293067932128906, 1.0761688947677612, 13.375591278076172, -5.750056743621826, 4.604300022125244, 0.7513311505317688, 2.0459020137786865, -1.7535736560821533, -2.163987636566162, -1.5452224016189575, -5.060530662536621, -1.9451675415039062, 1.4840750694274902, -4.044819355010986, -1.266055703163147, -1.2683613300323486, -2.5898053646087646]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-01-02-02.wav,audio-only,neutral,Kids are talking by the door,female,"[-662.4220581054688, 67.09503936767578, 1.893284559249878, 8.64876937866211, 2.536591053009033, 13.737085342407227, -6.341197490692139, 6.0254034996032715, 0.3016485571861267, 0.5542672872543335, -0.9330549240112305, -1.4167612791061401, -0.9923487305641174, -4.742112159729004, -2.4539976119995117, 1.4912676811218262, -2.6047518253326416, -0.6496663689613342, -1.7862483263015747, -2.6833384037017822]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-02-01-02.wav,audio-only,neutral,Dogs are sitting by the door,female,"[-625.2586669921875, 64.69384765625, 4.7315545082092285, 9.644801139831543, -0.4123881757259369, 11.007255554199219, -6.338663101196289, 3.113687515258789, 0.4613114595413208, 1.7621614933013916, -1.589114785194397, -1.2053136825561523, -1.6696484088897705, -6.0659332275390625, -3.214556932449341, 1.736657977104187, -4.138747215270996, -2.024224042892456, -1.2284693717956543, -2.509381055831909]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-02-02-02.wav,audio-only,neutral,Dogs are sitting by the door,female,"[-644.6157836914062, 61.936458587646484, 3.4577996730804443, 10.627556800842285, -0.5560627579689026, 12.65112018585205, -7.083308219909668, 3.610647678375244, -0.00521038006991148, 1.286758303642273, -2.372535228729248, -0.8090161085128784, -1.3658103942871094, -5.8645734786987305, -3.947722911834717, 2.0229556560516357, -5.337001323699951, -2.908775568008423, -1.364149570465088, -2.1599111557006836]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-01-01-02.wav,audio-only,calm,Kids are talking by the door,female,"[-678.921875, 68.17919921875, 4.260258674621582, 15.100664138793945, 3.787083148956299, 16.08785629272461, -6.008623123168945, 6.231704235076904, 1.75394868850708, 0.9736433029174805, 0.7738606929779053, -0.5909774899482727, -2.304072856903076, -4.751678466796875, -1.2517694234848022, 0.9291614890098572, -1.8158457279205322, -0.49141353368759155, -2.3978309631347656, -2.9955029487609863]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-01-02-02.wav,audio-only,calm,Kids are talking by the door,female,"[-678.4649047851562, 67.90533447265625, 3.5195014476776123, 13.558967590332031, 1.7386267185211182, 14.462965965270996, -7.260812282562256, 5.203536033630371, 1.618085503578186, 0.028079763054847717, 0.4928852617740631, -0.183008074760437, -4.861443996429443, -4.988492488861084, -1.9317336082458496, 1.5625615119934082, -3.2016243934631348, -0.13541752099990845, -2.44525408744812, -3.5054867267608643]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-02-01-02.wav,audio-only,calm,Dogs are sitting by the door,female,"[-671.0386962890625, 64.93310546875, 4.070491313934326, 16.347421646118164, -0.4621643126010895, 12.700470924377441, -4.65432596206665, 4.410090923309326, 0.4565625488758087, 3.043405055999756, -1.5834085941314697, -0.22091352939605713, -2.9734997749328613, -5.932174205780029, -2.5698018074035645, 2.277744770050049, -2.6533868312835693, -2.3498895168304443, -3.137535333633423, -3.7102932929992676]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-02-02-02.wav,audio-only,calm,Dogs are sitting by the door,female,"[-665.269287109375, 68.03446197509766, 5.583694934844971, 13.5610990524292, -1.8753917217254639, 12.075210571289062, -7.459542274475098, 3.945827007293701, 0.5342603325843811, 2.158094644546509, -2.689675807952881, -0.7802440524101257, -3.4195311069488525, -6.888934135437012, -3.8172099590301514, 0.976374626159668, -3.4171624183654785, -2.202728748321533, -3.226297378540039, -3.9581656455993652]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-01-01-02.wav,audio-only,calm,Kids are talking by the door,female,"[-654.702880859375, 64.10261535644531, 2.5178098678588867, 14.06689167022705, 2.5152065753936768, 15.518911361694336, -4.579015254974365, 2.8661444187164307, 0.33623361587524414, 1.1948535442352295, 1.8664904832839966, -2.0426957607269287, -3.0740275382995605, -4.312624454498291, -1.6959059238433838, -0.37326809763908386, -2.817389965057373, -0.6131030917167664, -2.371514081954956, -3.8627402782440186]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-01-02-02.wav,audio-only,calm,Kids are talking by the door,female,"[-664.2999267578125, 65.62139129638672, 1.878747820854187, 13.77527141571045, 2.5191643238067627, 13.556411743164062, -7.994487285614014, 4.690744400024414, 0.5696823596954346, -0.38416802883148193, 1.892422080039978, -0.5053746104240417, -4.336968421936035, -5.526706218719482, -2.321668863296509, -0.13687263429164886, -2.788548231124878, -0.3972974419593811, -1.3122382164001465, -3.404421806335449]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-02-01-02.wav,audio-only,calm,Dogs are sitting by the door,female,"[-661.4276123046875, 63.20627975463867, 2.449105978012085, 18.260568618774414, -1.6864746809005737, 10.64482307434082, -7.404219150543213, 3.5253331661224365, -0.267193078994751, 2.8871641159057617, -0.5550878643989563, -1.5734823942184448, -5.351059913635254, -6.158136367797852, -3.3076632022857666, 0.43835383653640747, -4.604820251464844, -1.957881212234497, -3.022907018661499, -5.012856960296631]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-02-02-02.wav,audio-only,calm,Dogs are sitting by the door,female,"[-661.0620727539062, 65.0363540649414, 5.019955635070801, 18.586790084838867, -0.20740054547786713, 12.768254280090332, -7.698276519775391, 5.871935844421387, -0.4167520999908447, 4.1320481300354, -0.0003021803277079016, -0.08409228175878525, -5.2952985763549805, -6.169957160949707, -2.9348349571228027, 1.3436341285705566, -4.442959308624268, 0.39985546469688416, -2.24495267868042, -3.595238447189331]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-01-01-02.wav,audio-only,happy,Kids are talking by the door,female,"[-600.4475708007812, 70.6663589477539, -4.541408061981201, 1.3564027547836304, 1.2275949716567993, 10.097210884094238, -6.833431243896484, 0.16358676552772522, 3.8934719562530518, -0.17696787416934967, -3.406106948852539, -0.5602437853813171, -1.977098822593689, -6.218377113342285, -5.014533519744873, -0.5203898549079895, -2.597323179244995, -2.4341471195220947, -3.657343626022339, -2.546050548553467]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-01-02-02.wav,audio-only,happy,Kids are talking by the door,female,"[-617.8073120117188, 71.09424591064453, -4.570659160614014, 3.686943292617798, 2.474862813949585, 13.512760162353516, -6.6614837646484375, 2.08854079246521, 4.0057373046875, -0.07623466104269028, -4.033077716827393, -0.9262823462486267, -1.3128714561462402, -5.963397026062012, -4.786232948303223, 0.048035237938165665, -1.9430650472640991, -2.7305245399475098, -3.794718027114868, -2.619032144546509]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-02-01-02.wav,audio-only,happy,Dogs are sitting by the door,female,"[-602.6226806640625, 69.05476379394531, -3.902040958404541, 4.238105773925781, 0.7267664670944214, 8.119282722473145, -6.822262763977051, 0.27974769473075867, 3.833420515060425, 0.4858963191509247, -5.6017937660217285, -2.1764848232269287, -1.5063527822494507, -8.107613563537598, -6.137109756469727, -0.6533635854721069, -2.4873056411743164, -4.585203647613525, -3.738931179046631, -3.07332181930542]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-02-02-02.wav,audio-only,happy,Dogs are sitting by the door,female,"[-603.666015625, 69.38798522949219, -2.194045305252075, 6.273601531982422, 1.6688467264175415, 9.656834602355957, -5.039050102233887, 2.0241639614105225, 4.369963645935059, 0.5748133063316345, -5.289090156555176, -1.7888600826263428, -2.4199140071868896, -6.990819454193115, -4.714370250701904, 0.9149677753448486, -2.538541793823242, -3.4085099697113037, -2.778751850128174, -2.3506839275360107]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-01-01-02.wav,audio-only,happy,Kids are talking by the door,female,"[-485.81195068359375, 64.45391845703125, -10.178470611572266, -4.747622489929199, 0.7655907869338989, 10.503959655761719, -6.974582672119141, -3.7791123390197754, 4.018858432769775, -4.432724475860596, -9.245835304260254, -1.1308757066726685, -2.9730238914489746, -8.134140014648438, -7.7046966552734375, -0.2748548686504364, -2.5058846473693848, -4.489553928375244, -5.001186847686768, -4.753547668457031]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-01-02-02.wav,audio-only,happy,Kids are talking by the door,female,"[-485.6449279785156, 67.76344299316406, -9.578617095947266, -4.417897701263428, -1.467531681060791, 10.861771583557129, -5.2112908363342285, -3.5130021572113037, 2.5754458904266357, -3.5600931644439697, -8.961384773254395, -2.2467496395111084, -2.453472375869751, -8.163544654846191, -8.526361465454102, 0.8713683485984802, -2.680716037750244, -5.08382511138916, -4.877679347991943, -4.6908745765686035]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-02-01-02.wav,audio-only,happy,Dogs are sitting by the door,female,"[-545.236328125, 65.74467468261719, -4.1401801109313965, 0.5409898161888123, -1.3989962339401245, 8.379889488220215, -3.383368730545044, -0.2058195322751999, 4.903151035308838, -0.4701976478099823, -8.781990051269531, -4.858882427215576, -2.147784471511841, -8.380477905273438, -8.059985160827637, 1.1810468435287476, -2.521871328353882, -4.116774082183838, -4.716554641723633, -4.232234477996826]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-02-02-02.wav,audio-only,happy,Dogs are sitting by the door,female,"[-535.872314453125, 63.893951416015625, -4.98091983795166, 1.9086591005325317, -0.6268787980079651, 9.835772514343262, -4.713714122772217, -1.9797595739364624, 2.8378610610961914, -1.259818196296692, -8.898358345031738, -2.1097664833068848, -1.8822094202041626, -8.164538383483887, -8.143020629882812, 1.053768515586853, -2.9711198806762695, -4.765419960021973, -5.47329568862915, -4.534097194671631]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-01-01-02.wav,audio-only,sad,Kids are talking by the door,female,"[-694.279541015625, 71.58869171142578, 5.943788528442383, 12.601014137268066, 1.228240966796875, 13.873175621032715, -7.56046199798584, 5.384465217590332, 0.0421464703977108, 1.0533217191696167, -0.9114432334899902, -1.0827387571334839, -4.082715034484863, -6.159495830535889, -2.7490930557250977, -0.2843487560749054, -3.0617761611938477, -1.029521107673645, -3.3156189918518066, -5.087605953216553]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-01-02-02.wav,audio-only,sad,Kids are talking by the door,female,"[-680.727294921875, 72.0165023803711, 4.106530666351318, 11.071822166442871, 1.5903265476226807, 13.291695594787598, -6.373263359069824, 2.9294116497039795, 0.7372514009475708, 1.1118288040161133, 0.46142828464508057, -2.440359592437744, -1.70835542678833, -5.096049785614014, -3.4328746795654297, 0.42348000407218933, -3.1672415733337402, -1.1627856492996216, -2.509387969970703, -4.941777229309082]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-02-01-02.wav,audio-only,sad,Dogs are sitting by the door,female,"[-666.0203857421875, 59.57447052001953, 8.333895683288574, 13.6190767288208, 1.641874074935913, 10.458709716796875, -4.520061492919922, 4.425850868225098, 2.4762961864471436, 0.6033997535705566, -2.4083468914031982, -3.0986814498901367, -2.190673589706421, -6.506676197052002, -3.7029929161071777, 0.4814029633998871, -3.260801315307617, -2.2182130813598633, -2.3503577709198, -4.935559272766113]"
