,modality,emotion,statement,gender,mfcc
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-02-02-02.wav,audio-only,disgust,Dogs are sitting by the door,female,"[-564.9165649414062, 71.07103729248047, -3.19860577583313, 10.670455932617188, -0.741757333278656, 5.685628890991211, -6.506900310516357, 1.545462965965271, 1.1548010110855103, 2.753249168395996, -7.2483391761779785, -3.9756782054901123, 0.20524150133132935, -7.095970153808594, -7.432595252990723, 0.4102882146835327, -2.7787163257598877, -3.175168991088867, -5.369971752166748, -0.5533517599105835]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-01-01-02.wav,audio-only,surprised,Kids are talking by the door,female,"[-578.0885009765625, 59.2538948059082, -6.531986713409424, 5.547188758850098, -1.3353937864303589, 14.795703887939453, -7.082617282867432, 2.220733165740967, -1.0025019645690918, -2.1704957485198975, -1.2397911548614502, -1.7164068222045898, -3.514263868331909, -2.6996560096740723, -2.070673942565918, 0.6229591965675354, -3.1116251945495605, -0.7924046516418457, -2.1407265663146973, -2.076925277709961]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-01-02-02.wav,audio-only,surprised,Kids are talking by the door,female,"[-610.0086669921875, 61.06446075439453, -4.349054336547852, 4.192860126495361, -3.460942268371582, 11.944476127624512, -7.804359436035156, 1.232292652130127, -1.6328765153884888, -0.38237306475639343, -2.9748411178588867, -1.3918993473052979, -1.228013515472412, -3.410463333129883, -3.1992621421813965, -0.495902955532074, -2.815168619155884, -2.0669455528259277, -2.6517090797424316, -3.5422303676605225]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-02-01-02.wav,audio-only,surprised,Dogs are sitting by the door,female,"[-607.0612182617188, 57.99725341796875, -2.5159685611724854, 6.8424201011657715, -2.5246829986572266, 11.842602729797363, -8.798075675964355, 1.1831861734390259, -0.08411908894777298, 0.6294314861297607, -5.082306385040283, -0.9205154180526733, -1.6767677068710327, -5.981454372406006, -4.236570358276367, 2.4076526165008545, -3.6276371479034424, -1.899673342704773, -3.5608437061309814, -2.1538808345794678]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-02-02-02.wav,audio-only,surprised,Dogs are sitting by the door,female,"[-596.297607421875, 61.48759841918945, -5.574800491333008, 5.346427917480469, -3.991396188735962, 13.733152389526367, -8.043212890625, 2.2262673377990723, -0.9975253343582153, -0.20019780099391937, -4.390933990478516, -2.547663927078247, -3.925445079803467, -6.909028053283691, -4.440765857696533, 1.1114295721054077, -3.9609580039978027, -2.850598096847534, -3.7074058055877686, -3.50942063331604]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-01-01-02.wav,audio-only,surprised,Kids are talking by the door,female,"[-543.1873168945312, 60.16223907470703, -10.582579612731934, 5.895958423614502, -3.3863253593444824, 11.177383422851562, -9.305076599121094, 0.4229731857776642, -0.36551302671432495, -1.294560432434082, -2.5490121841430664, -0.5807749032974243, -4.680621147155762, -4.02572774887085, -4.729823112487793, 0.8296828866004944, -2.160856008529663, -1.666861891746521, -3.2091989517211914, -3.6615867614746094]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-01-02-02.wav,audio-only,surprised,Kids are talking by the door,female,"[-550.9959106445312, 62.30137634277344, -8.928061485290527, 2.8877501487731934, -3.689239978790283, 11.345269203186035, -9.949297904968262, -0.6847805380821228, -2.576632022857666, -1.432532548904419, -3.2357208728790283, -2.049964427947998, -3.7527055740356445, -3.867340564727783, -3.69088077545166, 0.3856363296508789, -1.7645974159240723, -0.7316957712173462, -4.637107849121094, -4.142919540405273]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-02-01-02.wav,audio-only,surprised,Dogs are sitting by the door,female,"[-541.5657348632812, 51.531578063964844, -6.539376258850098, 7.193821430206299, -5.547619342803955, 13.010075569152832, -10.838027000427246, -2.1302096843719482, -3.167647123336792, -1.6412519216537476, -6.153415679931641, -0.72069251537323, -3.4501473903656006, -5.504988193511963, -5.729257106781006, -1.5490981340408325, -3.756674289703369, -3.3371546268463135, -3.844506025314331, -2.3807265758514404]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-02-02-02.wav,audio-only,surprised,Dogs are sitting by the door,female,"[-532.23828125, 60.00483703613281, -8.649093627929688, 8.213363647460938, -8.502267837524414, 9.278103828430176, -12.240376472473145, -1.1588966846466064, -1.807880163192749, -2.181826591491699, -6.365623474121094, -2.6740074157714844, -4.824167251586914, -7.440040111541748, -5.302608013153076, -0.5754905343055725, -3.542201519012451, -2.5435383319854736, -4.855075359344482, -4.03111457824707]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-01-01-01-01-04.wav,audio-only,neutral,Kids are talking by the door,female,"[-706.386474609375, 62.077545166015625, 0.24721679091453552, 11.32509708404541, 2.0169639587402344, 12.106229782104492, -5.419894218444824, 3.258864402770996, 1.0547207593917847, 1.7550100088119507, 0.03043203055858612, 0.13398146629333496, -6.386125564575195, -5.904354572296143, -2.6534507274627686, -1.3449336290359497, -2.032829999923706, -3.2383077144622803, -4.896213531494141, 0.10374029725790024]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-01-01-01-02-04.wav,audio-only,neutral,Kids are talking by the door,female,"[-712.7351684570312, 64.85369110107422, 1.3425508737564087, 13.639190673828125, 2.267207384109497, 12.217374801635742, -6.0745134353637695, 1.5705586671829224, -0.4252154529094696, 0.9157637357711792, 0.13215264678001404, -1.1533732414245605, -7.164731502532959, -6.480030536651611, -2.8897476196289062, -2.4663431644439697, -3.5490219593048096, -3.939811944961548, -5.364154815673828, -0.6516069769859314]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-01-01-02-01-04.wav,audio-only,neutral,Dogs are sitting by the door,female,"[-724.63671875, 60.62217712402344, 5.6112284660339355, 13.56808853149414, 0.26987767219543457, 9.745158195495605, -7.149219036102295, 4.894975185394287, -0.25641971826553345, 2.24786114692688, -0.5451434254646301, -0.4605797827243805, -6.723513603210449, -6.362979888916016, -1.9531482458114624, -2.599409580230713, -2.500962257385254, -4.375190734863281, -5.6591973304748535, -1.6983726024627686]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-01-01-02-02-04.wav,audio-only,neutral,Dogs are sitting by the door,female,"[-737.3589477539062, 62.93305587768555, 3.2588319778442383, 17.24342155456543, 0.015269128605723381, 10.700093269348145, -5.666532516479492, 3.1296780109405518, 0.7044768929481506, 1.2599728107452393, 0.5236371755599976, -0.2645806074142456, -5.843371868133545, -6.883541584014893, -1.697199821472168, -2.374180316925049, -1.1170860528945923, -4.188596248626709, -5.8530120849609375, -1.4219422340393066]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-02-01-01-01-04.wav,audio-only,calm,Kids are talking by the door,female,"[-669.0667724609375, 70.31792449951172, 3.592813730239868, 12.425409317016602, 2.257007360458374, 10.258427619934082, -7.0941386222839355, 1.426552176475525, -1.9113218784332275, 1.3807003498077393, -0.12356387823820114, -0.8530584573745728, -8.518550872802734, -6.200191020965576, -2.9196510314941406, -3.159717321395874, -2.4382829666137695, -3.6549739837646484, -5.7767863273620605, -0.512680172920227]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-02-01-01-02-04.wav,audio-only,calm,Kids are talking by the door,female,"[-682.322265625, 82.7256088256836, 0.6530177593231201, 9.500941276550293, -0.31764864921569824, 9.200373649597168, -6.471479415893555, 1.6196588277816772, -0.7007315754890442, 0.3510148823261261, -0.7119467258453369, -0.3598930239677429, -10.199210166931152, -6.058446407318115, -3.094134569168091, -2.0158603191375732, -3.8811981678009033, -1.177252173423767, -6.07990837097168, -0.2064964473247528]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-02-01-02-01-04.wav,audio-only,calm,Dogs are sitting by the door,female,"[-663.013671875, 70.98792266845703, 3.3469831943511963, 16.842247009277344, 2.5640478134155273, 11.691020011901855, -7.488180160522461, 4.311473369598389, -0.5556675791740417, 0.9993507862091064, 0.7468658685684204, -1.467800259590149, -7.697134017944336, -3.607167959213257, -3.369291067123413, -2.7550082206726074, -3.6211049556732178, -4.860069274902344, -5.341088771820068, 1.4999526739120483]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-02-01-02-02-04.wav,audio-only,calm,Dogs are sitting by the door,female,"[-674.7155151367188, 78.31607818603516, 3.979066848754883, 15.826964378356934, -2.8387553691864014, 9.400089263916016, -10.535141944885254, 2.8113317489624023, 3.706733226776123, 1.772218942642212, -1.7877551317214966, -2.1310272216796875, -8.182214736938477, -7.472579002380371, -6.034214019775391, -4.841261386871338, -3.270369052886963, -3.4097182750701904, -5.972601413726807, -0.6830868721008301]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-02-02-01-01-04.wav,audio-only,calm,Kids are talking by the door,female,"[-681.4912719726562, 75.43865966796875, 0.1520073264837265, 15.730047225952148, -0.046217236667871475, 7.989912986755371, -6.252370834350586, 1.5968531370162964, 0.08593733608722687, -0.7372183799743652, 1.8180230855941772, -1.9441330432891846, -8.940896034240723, -5.046507358551025, -4.109518051147461, -3.006740093231201, -2.6796505451202393, -4.4127702713012695, -4.518682956695557, 0.6364047527313232]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-02-02-01-02-04.wav,audio-only,calm,Kids are talking by the door,female,"[-660.3766479492188, 87.94729614257812, 2.9978930950164795, 10.099992752075195, -2.8696746826171875, 10.238205909729004, -9.40593433380127, 3.698265790939331, 3.2763426303863525, 1.8486131429672241, 0.4113267660140991, -3.76753306388855, -11.636754035949707, -7.313427925109863, -5.452114105224609, -2.9310784339904785, -4.595370292663574, -5.305741310119629, -6.666927337646484, -0.3982566297054291]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-02-02-02-01-04.wav,audio-only,calm,Dogs are sitting by the door,female,"[-629.3375244140625, 82.86736297607422, -0.333225280046463, 14.890726089477539, -0.716699481010437, 9.747489929199219, -10.945496559143066, 4.448939800262451, 3.588752269744873, 1.0770020484924316, -2.355968713760376, -2.1081020832061768, -11.246441841125488, -5.74097204208374, -3.740994930267334, -3.5630245208740234, -4.413616180419922, -4.3703789710998535, -5.1963090896606445, 0.42345815896987915]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-02-02-02-02-04.wav,audio-only,calm,Dogs are sitting by the door,female,"[-667.8850708007812, 67.1919174194336, 1.8972420692443848, 17.022319793701172, 1.245376706123352, 7.506015300750732, -4.583547592163086, 4.301253795623779, -0.4067794978618622, 1.8148350715637207, -2.0500168800354004, -2.64534330368042, -11.66528034210205, -3.16907000541687, -2.003570318222046, -2.4082531929016113, -4.963827133178711, -5.284138202667236, -4.554568290710449, 0.8818089365959167]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-03-01-01-01-04.wav,audio-only,happy,Kids are talking by the door,female,"[-661.4733276367188, 69.9988784790039, -1.9895999431610107, 6.234486103057861, 1.3872296810150146, 10.688871383666992, -5.946638584136963, 0.0908920168876648, 0.8657684922218323, 1.6413768529891968, -2.6593306064605713, -1.2622356414794922, -7.754206657409668, -5.876697063446045, -2.0964324474334717, -0.8889715075492859, -4.074429035186768, -2.97820782661438, -4.03410530090332, -1.5745211839675903]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-03-01-01-02-04.wav,audio-only,happy,Kids are talking by the door,female,"[-610.6723022460938, 67.2259521484375, -7.831855297088623, 2.806100368499756, -2.2913827896118164, 12.046058654785156, -6.019462585449219, -3.927507162094116, 1.9115227460861206, 1.934920310974121, -3.553039073944092, -0.5689093470573425, -8.445900917053223, -6.391164779663086, -3.205984354019165, -1.936620831489563, -3.1524243354797363, -4.672642230987549, -2.739457130432129, -2.913583517074585]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-03-01-02-01-04.wav,audio-only,happy,Dogs are sitting by the door,female,"[-632.5515747070312, 67.36894226074219, -1.9796655178070068, 7.817114353179932, 1.5143438577651978, 14.244508743286133, -5.054084300994873, 0.1672494113445282, 1.997617244720459, 0.4492932856082916, -1.3155697584152222, 1.7949014902114868, -6.71684455871582, -2.5764222145080566, -3.039120674133301, -1.984344244003296, -2.8064632415771484, -1.8059364557266235, -4.700283050537109, -2.038041353225708]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-03-01-02-02-04.wav,audio-only,happy,Dogs are sitting by the door,female,"[-616.4993896484375, 65.55977630615234, -1.5018537044525146, 5.790309906005859, -0.9083366990089417, 12.348244667053223, -4.698582172393799, -1.6194096803665161, 3.639975070953369, 0.007639220450073481, -3.840304136276245, -0.3913520276546478, -8.22474193572998, -3.7347264289855957, -3.17338228225708, -1.1709915399551392, -3.728541374206543, -4.221630096435547, -3.6183176040649414, -2.1191585063934326]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-03-02-01-01-04.wav,audio-only,happy,Kids are talking by the door,female,"[-501.96771240234375, 64.02897644042969, -10.212445259094238, 2.50990629196167, -6.069986343383789, 9.297085762023926, -9.19764518737793, -4.5720062255859375, 1.5630908012390137, 2.5276613235473633, -1.1054768562316895, -0.8756806254386902, -11.516156196594238, -5.489617824554443, -4.367598533630371, -4.291162967681885, -2.1358768939971924, -3.6423823833465576, -1.5469250679016113, -0.6451790928840637]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-03-02-01-02-04.wav,audio-only,happy,Kids are talking by the door,female,"[-500.1271057128906, 48.7869987487793, -11.43392562866211, 1.0637714862823486, -4.981774806976318, 10.474724769592285, -10.336036682128906, -4.90567684173584, 0.24899756908416748, -0.08684783428907394, -5.661754131317139, 0.3999640941619873, -8.133726119995117, -6.1712846755981445, -2.7838497161865234, -0.749629557132721, -2.4917373657226562, -5.4173150062561035, -2.1477222442626953, -1.8110475540161133]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-03-02-02-01-04.wav,audio-only,happy,Dogs are sitting by the door,female,"[-513.0431518554688, 49.05735778808594, -7.244534969329834, 3.60976505279541, -3.0228424072265625, 8.88315200805664, -7.953320026397705, -3.1623568534851074, -0.40515977144241333, 0.08343686163425446, -6.456207752227783, -1.0005155801773071, -8.435379028320312, -5.2599053382873535, -4.274969577789307, -2.0746426582336426, -4.114384174346924, -6.131121635437012, -3.129152536392212, -2.5308094024658203]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-03-02-02-02-04.wav,audio-only,happy,Dogs are sitting by the door,female,"[-459.471923828125, 55.14942932128906, -13.74735164642334, 1.08647882938385, -7.986167907714844, 8.125890731811523, -10.690603256225586, -2.1134660243988037, 1.2357163429260254, -1.1215524673461914, -7.074058532714844, -2.2906720638275146, -13.683334350585938, -7.3045783042907715, -4.4220404624938965, -1.514670729637146, -4.316045761108398, -4.927995681762695, -2.151195526123047, -4.6017866134643555]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-04-01-01-01-04.wav,audio-only,sad,Kids are talking by the door,female,"[-698.607421875, 58.09825134277344, 3.245204448699951, 13.963043212890625, 2.201695203781128, 15.503273963928223, -5.270387172698975, 3.8992390632629395, -0.20189087092876434, 0.9370837807655334, 0.8713461756706238, 2.371405839920044, -4.179756164550781, -4.743237495422363, -3.2290995121002197, -3.0111284255981445, -1.0874929428100586, -2.3392224311828613, -4.366698265075684, -2.197023868560791]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-04-01-01-02-04.wav,audio-only,sad,Kids are talking by the door,female,"[-603.8206176757812, 54.2402229309082, -3.6407246589660645, 11.16647720336914, -2.3362936973571777, 10.11182689666748, -6.886620998382568, -3.447676420211792, 0.8657897710800171, 0.8852502703666687, -3.0010294914245605, 2.0018393993377686, -7.193855285644531, -9.066672325134277, -4.166487693786621, -0.6947339773178101, -3.357956647872925, -5.480241298675537, -2.343843936920166, -3.5354957580566406]"
