,emotion,statements,gender,mfcc
datasources\EMO_DB\EMO_DB_DATA\wav\14b10Nb.wav,neutral,It will be in the place where we always put it,female,"[-296.36395263671875, 162.0071258544922, -2.358466386795044, 12.920064926147461, 49.27650451660156, 13.995223045349121, 8.341780662536621, 23.93037223815918, 6.441477298736572, -2.148737907409668, 7.904890060424805, 5.098834037780762, 1.7119349241256714, 1.1064764261245728, -7.640172958374023, -7.720898151397705, 0.7867015600204468, 0.3537418246269226, -3.1902666091918945, -4.850750923156738]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b10Tc.wav,sadness,It will be in the place where we always put it,female,"[-339.1658020019531, 155.07168579101562, -8.313019752502441, 14.070874214172363, 43.937652587890625, 6.3797926902771, 12.897359848022461, 27.773204803466797, 3.798924684524536, 4.380132675170898, 16.305133819580078, 2.957993984222412, 3.8294925689697266, 10.893791198730469, -5.0607428550720215, -7.933235168457031, 5.926396369934082, 3.542125701904297, -1.8024603128433228, -0.5279451608657837]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b10Wc.wav,anger,It will be in the place where we always put it,female,"[-355.0899353027344, 161.3331756591797, -37.043636322021484, -7.882279872894287, 42.50004196166992, 3.531505823135376, 0.607980489730835, 17.00330924987793, -3.2773499488830566, -6.920239448547363, 3.377204656600952, -1.8604239225387573, 1.324954867362976, 0.6286810636520386, -13.967910766601562, -8.206128120422363, 3.1110899448394775, -5.022570610046387, -7.339800834655762, -3.8446648120880127]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a01Ec.wav,disgust,The tablecloth is lying on the fridge,female,"[-275.0783386230469, 160.21206665039062, -28.305761337280273, -13.184464454650879, 24.20499610900879, -9.248920440673828, -2.5184645652770996, 19.061365127563477, 1.3762080669403076, -3.480473279953003, 4.77259635925293, -1.3726211786270142, -1.48406982421875, -4.087451934814453, -16.477815628051758, -10.710894584655762, 1.1500763893127441, -1.2357474565505981, -2.830475091934204, -5.409231185913086]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a01Fc.wav,happiness,The tablecloth is lying on the fridge,female,"[-316.7687683105469, 160.15496826171875, -58.494407653808594, -19.257980346679688, 34.58079528808594, -10.313082695007324, -6.3538055419921875, 14.033926963806152, -8.395395278930664, -4.826690673828125, 6.980944633483887, -7.403980731964111, -1.4080848693847656, 6.118869781494141, -12.142669677734375, -9.076845169067383, 6.389454364776611, -3.0174660682678223, -8.537567138671875, -2.689552068710327]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a01Lb.wav,boredom,The tablecloth is lying on the fridge,female,"[-331.72344970703125, 153.91726684570312, -39.027976989746094, -14.597551345825195, 44.63605499267578, 8.500359535217285, -6.0661492347717285, 17.315736770629883, 10.510814666748047, -0.9609167575836182, 2.6664788722991943, -1.1191341876983643, -6.442690849304199, -10.020222663879395, -13.868608474731445, -5.1551690101623535, 3.59911847114563, -1.8701046705245972, -4.088531494140625, -1.2154561281204224]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a01Nc.wav,neutral,The tablecloth is lying on the fridge,female,"[-303.222412109375, 177.3356170654297, -35.116458892822266, -5.390873432159424, 48.68113327026367, 1.4212194681167603, -7.74948263168335, 16.442771911621094, 3.2519614696502686, -0.9985384345054626, 10.176050186157227, 4.138946056365967, 1.7045611143112183, 1.3264737129211426, -9.295929908752441, -7.477565288543701, -0.45131367444992065, -3.527160167694092, -0.05670567974448204, 2.250499725341797]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a01Tb.wav,sadness,The tablecloth is lying on the fridge,female,"[-335.6176452636719, 138.87684631347656, -27.15597915649414, -0.9078302979469299, 37.80980682373047, 0.1965242326259613, -0.6234138607978821, 18.450088500976562, 6.334029197692871, 7.61152982711792, 16.479286193847656, 6.906463146209717, 4.780882358551025, 2.947702169418335, -9.313507080078125, -4.37160062789917, 6.599229335784912, 2.996156930923462, 3.0194106101989746, 3.0742762088775635]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a01Wb.wav,anger,The tablecloth is lying on the fridge,female,"[-337.2936706542969, 143.64877319335938, -62.070518493652344, -27.81511878967285, 31.985002517700195, -7.985941410064697, -16.507949829101562, 4.066501617431641, -6.499320030212402, -7.062056541442871, 1.4573332071304321, -4.708132743835449, -1.9749313592910767, -0.24715135991573334, -9.094991683959961, -1.9987002611160278, 4.773100852966309, -6.615068435668945, -8.141433715820312, -1.2549912929534912]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a02Ea.wav,disgust,She wants to hand that in on Wednesday,female,"[-345.11962890625, 150.3546600341797, -35.51336669921875, -9.044174194335938, 24.964643478393555, -10.19310474395752, 5.086678504943848, 20.42353630065918, -5.71291446685791, -1.3881256580352783, 10.132022857666016, -1.934061050415039, 1.7670034170150757, 0.025493966415524483, -18.702619552612305, -9.8644380569458, 3.9924099445343018, -5.175501346588135, -5.114872455596924, -2.1461493968963623]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a02Ec.wav,disgust,She wants to hand that in on Wednesday,female,"[-307.17333984375, 167.58230590820312, -31.104618072509766, -7.951723098754883, 26.996845245361328, -6.772731304168701, 9.726607322692871, 22.404266357421875, -5.456287860870361, 2.660992383956909, 14.966569900512695, -1.2889323234558105, 2.668213367462158, 3.7913239002227783, -17.095605850219727, -10.469069480895996, 5.944051265716553, -2.4101295471191406, -5.571773529052734, -3.306356906890869]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a02Lb.wav,boredom,She wants to hand that in on Wednesday,female,"[-289.8009338378906, 148.14923095703125, -43.51487731933594, -6.21248197555542, 45.06499481201172, 0.2554813325405121, -1.3985319137573242, 21.702880859375, 0.7285802364349365, -2.7377524375915527, 12.18275260925293, -0.7669593691825867, -7.478940486907959, 0.34874773025512695, -7.034391403198242, -8.695141792297363, 2.6297054290771484, 1.7933146953582764, -2.927568197250366, -2.472294569015503]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a02Nb.wav,neutral,She wants to hand that in on Wednesday,female,"[-306.28271484375, 151.87942504882812, -24.363468170166016, -3.9543707370758057, 39.870235443115234, 6.748764991760254, 3.379781484603882, 19.50246238708496, 3.3503901958465576, -0.7901486158370972, 8.510844230651855, 2.377210855484009, 0.68630450963974, -0.3197261095046997, -11.922710418701172, -9.398073196411133, 0.1634567528963089, -3.209169864654541, -2.707587242126465, 0.024537796154618263]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a02Tc.wav,sadness,She wants to hand that in on Wednesday,female,"[-272.3262023925781, 155.1971893310547, -37.36772918701172, -1.5805284976959229, 42.11819839477539, -2.4037282466888428, 3.017420768737793, 25.523067474365234, 4.78958797454834, 4.0671467781066895, 14.207529067993164, 3.0833053588867188, 5.065317153930664, 4.902702331542969, -13.027130126953125, -6.961028575897217, 8.905402183532715, 2.937424659729004, 1.2295756340026855, 3.0813794136047363]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a02Wb.wav,anger,She wants to hand that in on Wednesday,female,"[-405.84307861328125, 134.48251342773438, -61.30095291137695, -25.039241790771484, 36.3607063293457, -3.854124069213867, -15.909900665283203, 6.479366302490234, -2.6939845085144043, -10.667040824890137, -5.065805912017822, -3.9009318351745605, 0.5224234461784363, -4.625646591186523, -15.71288013458252, -5.556332111358643, 1.644553303718567, -9.766316413879395, -7.986248016357422, -0.3935624063014984]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a04Ab.wav,anxiety/fear,I could tell him Tonight,female,"[-304.82257080078125, 178.02789306640625, -57.423011779785156, -11.9216947555542, 42.75883483886719, -14.192222595214844, -9.770275115966797, 18.83745765686035, -7.591677665710449, -9.62808609008789, 8.280858039855957, -2.4873836040496826, -4.989678382873535, -2.1787092685699463, -13.798049926757812, -7.5168914794921875, 5.03479528427124, -1.8377768993377686, -4.476781845092773, -3.106574773788452]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a04Ea.wav,disgust,I could tell him Tonight,female,"[-307.6952209472656, 171.13613891601562, -13.257145881652832, -6.328840255737305, 25.855432510375977, -4.672464847564697, 2.3811471462249756, 21.057029724121094, 2.376697063446045, -2.0606045722961426, 7.686920166015625, 4.041969299316406, 4.916543006896973, 0.3249424695968628, -15.503896713256836, -10.999542236328125, 2.507040500640869, 0.8783464431762695, -1.1267714500427246, -3.5212788581848145]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a04Fa.wav,happiness,I could tell him Tonight,female,"[-331.0199279785156, 133.9654998779297, -52.80781936645508, -24.799095153808594, 25.13014030456543, -9.697014808654785, -10.901270866394043, 7.568850040435791, -9.157240867614746, -10.97632122039795, -0.277573823928833, -6.380977153778076, -2.329685688018799, 1.0406301021575928, -12.77192211151123, -7.659578323364258, 6.799261569976807, -3.4806766510009766, -12.077864646911621, -4.661407470703125]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a04La.wav,boredom,I could tell him Tonight,female,"[-319.3458251953125, 169.24154663085938, -19.99092674255371, -7.138247489929199, 38.10549545288086, 3.438422441482544, -3.392392873764038, 18.077260971069336, 9.709246635437012, 7.9180779457092285, 15.579694747924805, 1.3973233699798584, -7.947121620178223, -3.9846670627593994, -8.635223388671875, -7.960094928741455, 1.5426809787750244, -0.0645146369934082, -4.211112022399902, -2.2715442180633545]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a04Lc.wav,boredom,I could tell him Tonight,female,"[-303.1418151855469, 181.5160369873047, -32.19812774658203, -9.779685974121094, 46.9376106262207, 8.884979248046875, -2.232999801635742, 13.908957481384277, 1.6241140365600586, 4.1042799949646, 16.88166046142578, 5.186854362487793, -3.77809739112854, -3.91056752204895, -8.684524536132812, -2.816774368286133, 5.424649715423584, 1.8862496614456177, 0.9959874153137207, -0.4544932544231415]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a04Nc.wav,neutral,I could tell him Tonight,female,"[-296.1523132324219, 190.1588897705078, -36.159053802490234, -4.624691963195801, 49.35491180419922, 1.8528932332992554, -0.7100794315338135, 20.788000106811523, -1.2155107259750366, -2.652456521987915, 12.928397178649902, 3.136150598526001, -0.7566639184951782, -0.6931459903717041, -13.498061180114746, -8.404302597045898, 4.867987155914307, -0.32975640892982483, -2.0255894660949707, 1.3605841398239136]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a04Tc.wav,sadness,I could tell him Tonight,female,"[-303.7003479003906, 140.64390563964844, -21.7863826751709, -1.6768648624420166, 35.74098587036133, 1.7056941986083984, 0.8159977793693542, 20.011808395385742, 7.631434917449951, 5.453486919403076, 14.653800010681152, 8.330780982971191, 5.298488616943359, 2.5980634689331055, -7.556310176849365, -2.219848155975342, 7.934723377227783, 3.738093376159668, 2.0177831649780273, 1.4962226152420044]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a04Wb.wav,anger,I could tell him Tonight,female,"[-387.80902099609375, 128.54312133789062, -56.720848083496094, -22.27956199645996, 27.959064483642578, -10.350582122802734, -10.678343772888184, 9.640305519104004, -7.721348285675049, -10.467156410217285, 1.4588875770568848, -2.0171825885772705, 0.0667513757944107, -1.1504451036453247, -11.662018775939941, -2.0509703159332275, 6.560202598571777, -7.578207015991211, -10.105095863342285, -0.8533946871757507]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a04Wc.wav,anger,I could tell him Tonight,female,"[-351.6048583984375, 146.51332092285156, -53.715110778808594, -25.928850173950195, 28.500587463378906, -9.950085639953613, -16.06491470336914, 6.744478702545166, -4.175714015960693, -9.550779342651367, -2.417088508605957, -3.2913732528686523, 1.6575617790222168, -2.4107120037078857, -15.481406211853027, -3.9898433685302734, 6.956522464752197, -6.874457836151123, -8.749411582946777, 0.7536478638648987]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a05Ab.wav,anxiety/fear,The black piece of paper is up there next to the piece of wood,female,"[-296.3616027832031, 170.15513610839844, -65.6173324584961, -16.14206886291504, 44.3923225402832, -10.428744316101074, -9.03702163696289, 16.47412872314453, -8.099839210510254, -7.161200523376465, 8.26404094696045, -5.947961807250977, -5.939745903015137, -0.57001793384552, -14.994467735290527, -10.767081260681152, 2.4960176944732666, -4.864284515380859, -7.466686725616455, -4.9939494132995605]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a05Ea.wav,disgust,The black piece of paper is up there next to the piece of wood,female,"[-373.4822692871094, 144.80181884765625, -32.4666862487793, -5.179640769958496, 30.37641716003418, -6.23330020904541, 1.495887279510498, 17.56930923461914, -1.6364864110946655, 2.172837495803833, 10.313899040222168, -3.519118309020996, -3.2927005290985107, -4.028435707092285, -16.94312858581543, -7.305091381072998, 5.4234795570373535, -2.2783751487731934, -4.296812534332275, -3.510380744934082]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a05Fc.wav,happiness,The black piece of paper is up there next to the piece of wood,female,"[-313.4930725097656, 127.29850006103516, -53.94963836669922, -21.91585922241211, 31.59597396850586, -2.0123322010040283, -5.428883075714111, 11.048556327819824, -6.960395812988281, -10.367481231689453, 0.05117977783083916, -7.261620044708252, -6.408427715301514, -1.4506813287734985, -9.762334823608398, -5.534453392028809, 3.8802788257598877, -5.933312892913818, -11.842463493347168, -5.0104570388793945]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a05La.wav,boredom,The black piece of paper is up there next to the piece of wood,female,"[-365.36474609375, 150.2987518310547, -27.981435775756836, 2.688793659210205, 50.13203430175781, 8.59482479095459, -0.1151433065533638, 16.744705200195312, 2.5069832801818848, 1.9732296466827393, 12.235182762145996, 0.983314573764801, -4.084475517272949, -2.5540549755096436, -10.603490829467773, -5.805933952331543, 3.684234380722046, -3.498558759689331, -5.820601463317871, -0.4894024729728699]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a05Tb.wav,sadness,The black piece of paper is up there next to the piece of wood,female,"[-308.139404296875, 117.95539093017578, -21.97538948059082, 5.014341354370117, 36.82940673828125, 2.456393241882324, 3.6390650272369385, 19.28667640686035, 6.898409366607666, 9.035541534423828, 14.906173706054688, 3.1326727867126465, 2.886159658432007, 3.30503511428833, -7.833260536193848, -1.4153189659118652, 9.117217063903809, 2.2246744632720947, 2.061497688293457, 5.8569512367248535]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a05Wb.wav,anger,The black piece of paper is up there next to the piece of wood,female,"[-294.3384094238281, 127.08878326416016, -48.60865783691406, -18.34149932861328, 32.126747131347656, -1.9705870151519775, -7.674864292144775, 7.711512565612793, -5.834561347961426, -6.447720527648926, 2.2614505290985107, -4.950896263122559, -5.449808597564697, -6.3291850090026855, -14.708425521850586, -5.145157814025879, 3.4926202297210693, -7.7631635665893555, -8.890366554260254, -2.2295475006103516]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a05Wc.wav,anger,The black piece of paper is up there next to the piece of wood,female,"[-333.6955871582031, 126.07444763183594, -59.689212799072266, -20.36701774597168, 33.69125747680664, -7.6603875160217285, -13.014565467834473, 5.596839904785156, -10.45602035522461, -10.55240249633789, 0.44074538350105286, -8.909539222717285, -7.287381649017334, -0.9119387269020081, -8.865625381469727, -3.5503427982330322, 4.907400131225586, -6.2883124351501465, -9.588297843933105, -2.24773907661438]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a07Ea.wav,disgust,It will be ready in seven hours,female,"[-295.7354736328125, 152.97572326660156, -27.212438583374023, 1.0828262567520142, 36.12261199951172, -1.3253204822540283, 9.3834810256958, 25.0408878326416, 0.21483691036701202, 2.5333938598632812, 14.401566505432129, 2.078251600265503, -0.24461787939071655, -4.481650352478027, -19.051334381103516, -8.19111156463623, 6.082001209259033, -2.5639848709106445, -6.1703572273254395, -4.8151116371154785]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a07Fa.wav,happiness,It will be ready in seven hours,female,"[-329.36798095703125, 136.29991149902344, -53.86726379394531, -19.234458923339844, 34.15744400024414, -4.256608963012695, -6.370337009429932, 13.39249038696289, -4.83789587020874, -7.312586307525635, 5.281432628631592, -2.6500072479248047, -5.964661598205566, -7.1165266036987305, -17.465482711791992, -7.838296413421631, 6.67772912979126, -3.769381046295166, -11.075826644897461, -4.090745449066162]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a07Fb.wav,happiness,It will be ready in seven hours,female,"[-381.602783203125, 121.31989288330078, -56.71284866333008, -19.763525009155273, 30.54802131652832, -4.9331955909729, -4.1670308113098145, 12.104411125183105, -7.017444133758545, -7.27686882019043, 3.6304163932800293, -4.330130100250244, -4.810904502868652, -7.276922702789307, -17.28336524963379, -4.246653079986572, 5.793210029602051, -9.153715133666992, -9.917094230651855, -0.444724440574646]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a07La.wav,boredom,It will be ready in seven hours,female,"[-243.55352783203125, 163.1550750732422, -43.55308151245117, -4.876912593841553, 50.66859817504883, 6.120369911193848, 3.3045296669006348, 22.899629592895508, 3.008863925933838, 4.93481969833374, 18.692935943603516, 2.967608690261841, -3.746196985244751, -2.3053677082061768, -14.453265190124512, -8.340703010559082, 7.687139987945557, 0.7069985270500183, -6.2797064781188965, -2.179556131362915]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a07Lb.wav,boredom,It will be ready in seven hours,female,"[-305.97686767578125, 157.45445251464844, -39.66474533081055, -1.7450754642486572, 49.59004592895508, 5.562902927398682, 4.644819736480713, 24.301342010498047, 3.762876510620117, 4.429921627044678, 16.499269485473633, 0.09617240726947784, -5.799576282501221, -2.240579128265381, -11.922123908996582, -5.511312961578369, 8.081550598144531, -0.1157187670469284, -4.577206611633301, 1.6323343515396118]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a07Nb.wav,neutral,It will be ready in seven hours,female,"[-239.07362365722656, 154.41458129882812, -35.15850067138672, 1.9749048948287964, 47.267093658447266, 2.609901189804077, 4.958591461181641, 23.93248748779297, 0.44456300139427185, 0.8839856386184692, 15.61427116394043, 2.7276198863983154, -2.0376176834106445, -0.5301046967506409, -12.430868148803711, -7.678435325622559, 5.206976413726807, -1.4583253860473633, -5.475513458251953, -0.2423831969499588]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a07Td.wav,sadness,It will be ready in seven hours,female,"[-324.4559020996094, 133.37818908691406, -31.203950881958008, 4.176661491394043, 41.2252082824707, -1.5711746215820312, 2.6676411628723145, 23.281408309936523, 5.32260799407959, 7.232544422149658, 18.166921615600586, 4.555624961853027, 2.1062769889831543, 4.02596378326416, -8.230596542358398, -2.7254416942596436, 10.292978286743164, 4.137916088104248, 2.2609329223632812, 5.72788667678833]"
datasources\EMO_DB\EMO_DB_DATA\wav\16a07Wa.wav,anger,It will be ready in seven hours,female,"[-391.42828369140625, 115.16658020019531, -53.011497497558594, -16.681087493896484, 31.930339813232422, -5.781825542449951, -9.898193359375, 8.561577796936035, -4.74163818359375, -7.947836875915527, -2.0240800380706787, -7.3167643547058105, -2.8310084342956543, -2.502620220184326, -11.220324516296387, 0.6330193877220154, 8.29666805267334, -8.783456802368164, -11.567374229431152, -0.9586585164070129]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b01Aa.wav,anxiety/fear,What kind of bags are there under the table,female,"[-279.3404846191406, 158.93923950195312, -70.17759704589844, -13.325782775878906, 44.69321823120117, -11.24262809753418, -3.3223283290863037, 24.11625099182129, -4.19033670425415, -7.424432277679443, 4.323670864105225, -7.353185653686523, -2.68980073928833, -0.12829044461250305, -15.96032428741455, -7.582717418670654, 3.9761993885040283, -7.289780139923096, -7.837034702301025, -4.187251567840576]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b01Eb.wav,disgust,What kind of bags are there under the table,female,"[-301.2002868652344, 146.74127197265625, -39.00043869018555, -4.3862762451171875, 36.46086502075195, -1.382183313369751, 11.317217826843262, 29.60702896118164, 1.4491500854492188, -1.1494472026824951, 8.692214965820312, -3.370635509490967, -1.805011510848999, -1.0776548385620117, -15.925114631652832, -8.5758638381958, 4.857110023498535, -2.5141451358795166, -5.854419708251953, -6.349219799041748]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b01Fa.wav,happiness,What kind of bags are there under the table,female,"[-397.6708068847656, 139.36741638183594, -55.524085998535156, -21.250534057617188, 31.601625442504883, -4.688522815704346, -2.283881187438965, 17.07781219482422, -4.742247104644775, -10.861937522888184, -1.512094497680664, -6.20025110244751, -2.904222011566162, -4.1334228515625, -16.084674835205078, -5.735098361968994, 4.690067768096924, -8.693432807922363, -11.476256370544434, -3.631406545639038]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b01La.wav,boredom,What kind of bags are there under the table,female,"[-290.9784851074219, 160.85470581054688, -39.15017318725586, -6.0724568367004395, 48.98787307739258, 8.119625091552734, 4.087037086486816, 25.74221420288086, 8.816760063171387, 5.25696325302124, 13.716562271118164, -0.4162299633026123, -3.161888360977173, 2.924793004989624, -8.267123222351074, -6.969276428222656, 7.40117883682251, 2.7992966175079346, -5.238126754760742, -3.2443957328796387]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b01Lc.wav,boredom,What kind of bags are there under the table,female,"[-280.6300964355469, 170.19955444335938, -47.492759704589844, -4.962213516235352, 53.657264709472656, 5.045404434204102, 4.997572422027588, 32.68910217285156, 11.735991477966309, 4.11911678314209, 11.494597434997559, -2.978315591812134, -4.996412754058838, -0.3274257183074951, -11.72000503540039, -6.6803812980651855, 7.569695949554443, 1.242089867591858, -3.505903482437134, -1.5153803825378418]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b01Tb.wav,sadness,What kind of bags are there under the table,female,"[-312.36651611328125, 110.89068603515625, -20.680927276611328, 3.668712854385376, 35.875858306884766, 5.0398125648498535, 4.615565299987793, 19.9512996673584, 9.940784454345703, 10.846967697143555, 14.717758178710938, 3.297628879547119, 3.9888603687286377, 4.893518924713135, -8.193833351135254, -3.319979429244995, 10.3444185256958, 3.9916460514068604, -1.1429284811019897, 2.2127387523651123]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b01Wa.wav,anger,What kind of bags are there under the table,female,"[-317.5273742675781, 169.23165893554688, -64.99361419677734, -17.683330535888672, 49.97785186767578, 0.22059674561023712, -3.1749112606048584, 23.85355567932129, 2.013444185256958, -7.903432369232178, 0.28934985399246216, -5.591506481170654, -0.1891087144613266, 1.0407320261001587, -14.325401306152344, -6.300256252288818, 6.74454927444458, -6.446900844573975, -11.536657333374023, -3.3892972469329834]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b01Wb.wav,anger,What kind of bags are there under the table,female,"[-340.90228271484375, 155.79672241210938, -79.17609405517578, -27.317293167114258, 45.287960052490234, -2.368540048599243, -6.6944451332092285, 17.718891143798828, -3.5311756134033203, -10.280467987060547, -2.626349925994873, -10.35231876373291, -2.8590619564056396, 0.2558615803718567, -16.089481353759766, -7.847296714782715, 6.340365409851074, -7.715366840362549, -13.878878593444824, -4.579494476318359]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b02Aa.wav,anxiety/fear,They just carried it up and now they're going down again,female,"[-316.3468017578125, 140.07496643066406, -40.000057220458984, -16.604633331298828, 26.0933895111084, -10.202593803405762, -11.990994453430176, 5.314803123474121, -8.427692413330078, -5.349542617797852, 6.239004611968994, -3.397629737854004, -4.081469535827637, -2.9310364723205566, -16.017606735229492, -11.277562141418457, 3.0546715259552, -1.832909107208252, -5.796027660369873, -2.4037694931030273]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b02Eb.wav,disgust,They just carried it up and now they're going down again,female,"[-272.4154357910156, 174.8836212158203, -31.16832160949707, -1.9797048568725586, 38.246421813964844, -5.878845691680908, 1.310086965560913, 20.7647647857666, -1.2482751607894897, 1.1160162687301636, 11.414213180541992, -0.3505854606628418, 1.8905221223831177, -0.820658802986145, -18.911771774291992, -9.716306686401367, 5.454261779785156, -2.2521817684173584, -4.408397197723389, -3.9212985038757324]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b02Fd.wav,happiness,They just carried it up and now they're going down again,female,"[-321.2165222167969, 167.36331176757812, -60.84029769897461, -21.96378517150879, 37.91350173950195, -8.226615905761719, -10.798757553100586, 8.854411125183105, -11.582642555236816, -7.76196813583374, 7.273136615753174, -4.5968170166015625, -3.5258736610412598, -0.0276897381991148, -14.171875, -7.291917324066162, 5.732875823974609, -5.862729549407959, -8.997611999511719, -1.2049980163574219]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b02Lb.wav,boredom,They just carried it up and now they're going down again,female,"[-305.1425476074219, 180.94532775878906, -23.411378860473633, -1.9554237127304077, 45.03647232055664, 4.033262252807617, -2.602339029312134, 14.199024200439453, 0.739037036895752, 3.3834166526794434, 11.899409294128418, -2.5137217044830322, -5.525934219360352, -3.3264622688293457, -13.86999797821045, -9.155143737792969, 1.7409974336624146, -2.0156681537628174, -0.301408052444458, 1.1187649965286255]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b02Wb.wav,anger,They just carried it up and now they're going down again,female,"[-346.0240783691406, 136.8414306640625, -56.30551528930664, -23.45535659790039, 30.090160369873047, -10.952927589416504, -17.661575317382812, 2.3865582942962646, -11.587608337402344, -11.956939697265625, 0.7045527696609497, -5.403974533081055, -4.353609085083008, -1.524135708808899, -11.878645896911621, -5.986205101013184, 4.899685382843018, -5.890259265899658, -10.426665306091309, -1.9365507364273071]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b03Ad.wav,anxiety/fear,I used to go home on the weekends and visit Agnes,female,"[-308.5888366699219, 153.91339111328125, -38.60728073120117, -9.698453903198242, 35.42323303222656, -8.56377124786377, -11.51088809967041, 8.52793025970459, -8.231243133544922, -6.07258939743042, 8.800430297851562, -2.1473090648651123, -5.908578872680664, -3.5291647911071777, -15.829480171203613, -12.584543228149414, 2.403144359588623, -1.468536138534546, -7.026792526245117, -4.217647075653076]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b03Ea.wav,disgust,I used to go home on the weekends and visit Agnes,female,"[-305.7636413574219, 164.146240234375, -21.248929977416992, -7.421411991119385, 32.57997512817383, -0.680167019367218, -0.8429297804832458, 17.77663803100586, 2.235629081726074, -1.3926059007644653, 9.1775484085083, 3.7150418758392334, -0.5602598786354065, -5.078247547149658, -15.736088752746582, -9.088632583618164, 3.925229549407959, 0.5222814083099365, -5.623610019683838, -7.134189605712891]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b03Fa.wav,happiness,I used to go home on the weekends and visit Agnes,female,"[-347.42333984375, 126.7195816040039, -38.61196517944336, -19.438871383666992, 22.0856876373291, -7.941414833068848, -11.096019744873047, 3.4434854984283447, -8.426949501037598, -6.383420944213867, 3.90938138961792, -3.149423122406006, -2.9480414390563965, -2.3391647338867188, -13.989297866821289, -8.542329788208008, 4.047868251800537, -4.315552711486816, -10.318540573120117, -3.5600264072418213]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b03Fd.wav,happiness,I used to go home on the weekends and visit Agnes,female,"[-340.43585205078125, 147.9208984375, -41.794185638427734, -16.628618240356445, 29.24879264831543, -9.310964584350586, -12.111862182617188, 6.089479923248291, -8.805023193359375, -6.471534252166748, 6.28279972076416, -2.5912585258483887, -2.5875742435455322, -0.620890736579895, -14.004741668701172, -9.362709999084473, 4.377904415130615, -4.179275989532471, -10.190469741821289, -3.1975371837615967]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b03La.wav,boredom,I used to go home on the weekends and visit Agnes,female,"[-285.80889892578125, 163.63841247558594, -25.059534072875977, -2.0744850635528564, 47.70208740234375, 8.34903621673584, -5.8744916915893555, 10.882513999938965, 5.555734157562256, 6.3420891761779785, 10.459556579589844, -0.13769377768039703, -2.862595796585083, -4.500657558441162, -12.598040580749512, -6.002120494842529, 0.8175157308578491, -4.1724371910095215, -0.3261980414390564, 1.2780473232269287]"
