,emotion,statements,situation,gender,mfcc
datasources\LDC_female\wav\3DG1s0420.wav,disgust,april second,conversation,female,"[-394.2424621582031, 118.32170104980469, -72.12654876708984, 53.752017974853516, 15.468156814575195, -9.289043426513672, 44.18874740600586, -5.760802745819092, -3.5088818073272705, 13.437418937683105, -13.126773834228516, 2.871288299560547, -1.8113800287246704, -7.843654155731201, 6.593526840209961, -3.345266580581665, 1.5107327699661255, 0.26665201783180237, -8.554886817932129, 2.3980164527893066]"
datasources\LDC_female\wav\3DG1s0421.wav,disgust,april second,conversation,female,"[-362.1387634277344, 107.28961181640625, -53.629798889160156, 45.093570709228516, 16.96677017211914, -4.878973960876465, 41.78001022338867, 1.5441941022872925, -4.984002590179443, 10.780136108398438, -10.190900802612305, -1.9284801483154297, -1.9942760467529297, -8.363176345825195, 0.8735813498497009, 0.17248596251010895, 5.1329216957092285, -0.5112885236740112, -7.663302421569824, 2.6985461711883545]"
datasources\LDC_female\wav\3DG1s0422.wav,disgust,april second,conversation,female,"[-385.0969543457031, 131.2957000732422, -57.28123092651367, 44.14691162109375, 23.704805374145508, -5.971245288848877, 39.75900650024414, 4.417834758758545, -9.73165512084961, 1.8249967098236084, -9.277525901794434, 0.9292530417442322, -8.588147163391113, -11.469820976257324, 8.770186424255371, 1.0404707193374634, -1.745715856552124, 2.7296407222747803, -2.47269344329834, -1.3225934505462646]"
datasources\LDC_female\wav\3DG1s0423.wav,disgust,april second,conversation,female,"[-383.5574951171875, 120.88525390625, -65.18982696533203, 47.97637176513672, 20.532245635986328, -9.783990859985352, 40.9501953125, 2.254805564880371, -9.071455955505371, 3.2671010494232178, -11.023301124572754, 2.6777353286743164, -6.095173358917236, -10.717741012573242, 8.796682357788086, -0.5758082866668701, -2.3583333492279053, 1.2789639234542847, -4.554576396942139, -0.014723094180226326]"
datasources\LDC_female\wav\3DG1s0430.wav,disgust,eight thousand twelve,conversation,female,"[-357.2607116699219, 126.1331558227539, -46.57840347290039, 29.884428024291992, 21.080490112304688, -7.260615825653076, 20.8674259185791, -8.72900676727295, -13.27629280090332, 6.780018329620361, -5.293435573577881, -2.948103189468384, -3.858297348022461, -9.865091323852539, -2.587498664855957, -0.798041820526123, 3.2001943588256836, 0.6265515685081482, -5.173361301422119, -0.7853807210922241]"
datasources\LDC_female\wav\3DG1s0431.wav,disgust,eight thousand twelve,conversation,female,"[-351.16595458984375, 124.08879852294922, -58.93345642089844, 35.79791259765625, 16.368881225585938, -17.655895233154297, 26.544260025024414, -5.903824329376221, -21.06880760192871, 3.4136831760406494, -0.47175636887550354, -3.0258703231811523, -12.270499229431152, -9.600543022155762, 3.320960283279419, -3.705522298812866, 1.2229111194610596, 3.643078088760376, -4.661998748779297, -1.3399534225463867]"
datasources\LDC_female\wav\3DG1s0432.wav,disgust,eight thousand twelve,conversation,female,"[-340.785888671875, 133.38009643554688, -57.06907653808594, 41.62298583984375, 21.491830825805664, -18.87180519104004, 25.24994659423828, -5.176552772521973, -20.298843383789062, 4.155607223510742, -2.2769012451171875, -4.109670162200928, -8.982871055603027, -10.794048309326172, -1.6849663257598877, -2.209625482559204, 2.9918644428253174, 0.6509987711906433, -6.22796106338501, -2.5229530334472656]"
datasources\LDC_female\wav\3DG1s0433.wav,disgust,eight thousand twelve,conversation,female,"[-319.8764953613281, 129.12039184570312, -57.812774658203125, 34.90917205810547, 25.562814712524414, -11.345868110656738, 21.64158058166504, -7.193685531616211, -18.331703186035156, -1.0317386388778687, -6.751490592956543, 1.1157541275024414, -5.13278341293335, -11.863380432128906, 0.6700825691223145, -1.6971355676651, 1.0023219585418701, 5.172264575958252, -1.835347056388855, -1.6027365922927856]"
datasources\LDC_female\wav\3DG1s0434.wav,disgust,eight thousand twelve,conversation,female,"[-315.0726013183594, 128.9995880126953, -55.717525482177734, 37.88245391845703, 19.447004318237305, -14.968304634094238, 27.807950973510742, -8.524785041809082, -26.1610107421875, -0.07456853240728378, -4.153101444244385, -3.7252469062805176, -9.589466094970703, -10.991337776184082, 2.1411077976226807, -2.8737542629241943, -0.03541892021894455, 5.982271194458008, -2.1556904315948486, -2.6458585262298584]"
datasources\LDC_female\wav\3DG1s0440.wav,disgust,four hundred eight,conversation,female,"[-382.1402282714844, 88.19873809814453, -47.773597717285156, 32.84892272949219, 17.156749725341797, -1.6826775074005127, 29.94121742248535, -5.517522811889648, -8.491777420043945, 10.965614318847656, -6.037846565246582, -4.352178573608398, -3.3947272300720215, -6.419469356536865, 0.5124011635780334, -1.7907934188842773, 0.8357130289077759, -1.4855499267578125, -5.5948004722595215, 2.214038610458374]"
datasources\LDC_female\wav\3DG1s0441.wav,disgust,four hundred eight,conversation,female,"[-362.05810546875, 118.92147827148438, -73.1346664428711, 37.45823669433594, 26.923263549804688, -7.504072189331055, 32.04838943481445, -4.489699363708496, -11.29940414428711, 10.710382461547852, -10.756499290466309, -9.357243537902832, -5.647317886352539, -10.555774688720703, -3.355752944946289, -2.772500514984131, 0.7700239419937134, -4.490203857421875, -8.118614196777344, 3.462818145751953]"
datasources\LDC_female\wav\3DG1s0442.wav,disgust,four hundred eight,conversation,female,"[-390.3380126953125, 126.74151611328125, -56.21737289428711, 32.63973617553711, 25.233152389526367, 2.07041597366333, 33.57197189331055, -1.6550875902175903, -8.952801704406738, 3.741318702697754, -7.359143257141113, 0.533499538898468, -6.9810895919799805, -9.811666488647461, 1.8057283163070679, -5.0527215003967285, -0.32388368248939514, 1.0080254077911377, -7.103646278381348, -1.9315416812896729]"
datasources\LDC_female\wav\3DG1s0443.wav,disgust,four hundred eight,conversation,female,"[-384.78314208984375, 120.04230499267578, -61.152503967285156, 34.33517074584961, 27.195180892944336, -1.4924626350402832, 33.4438362121582, 1.210389494895935, -10.080942153930664, 2.922137975692749, -7.544363498687744, -0.29788079857826233, -6.645463466644287, -10.047822952270508, 3.4331822395324707, -3.3677732944488525, -2.753258228302002, 1.1549001932144165, -4.003209114074707, -0.5822855234146118]"
datasources\LDC_female\wav\3DG1s0450.wav,disgust,july seventh,conversation,female,"[-349.3191833496094, 138.95042419433594, -70.68999481201172, 53.56810760498047, 13.548858642578125, -19.62703514099121, 39.352935791015625, -7.470654487609863, -11.752315521240234, 13.1541748046875, -9.275171279907227, -3.263256311416626, -5.0767998695373535, -5.155629634857178, 2.5223937034606934, -7.551659107208252, 6.854368209838867, 3.597865343093872, -13.768256187438965, 2.289450168609619]"
datasources\LDC_female\wav\3DG1s0451.wav,disgust,july seventh,conversation,female,"[-356.41900634765625, 118.09367370605469, -66.3744888305664, 54.236663818359375, 14.04341983795166, -19.241374969482422, 36.61301040649414, -4.765863418579102, -5.723817348480225, 14.667683601379395, -11.635445594787598, -3.150981903076172, -3.185035228729248, -6.760431289672852, 4.017765522003174, -3.1217448711395264, 4.755166053771973, 2.729579210281372, -9.954115867614746, 1.17676842212677]"
datasources\LDC_female\wav\3DG1s0452.wav,disgust,july seventh,conversation,female,"[-322.21966552734375, 123.29093170166016, -54.36701965332031, 38.46124267578125, 16.682758331298828, -14.747893333435059, 29.008394241333008, -2.1806154251098633, -11.241717338562012, 6.597715854644775, -8.159894943237305, -1.400601863861084, -1.3681402206420898, -9.264345169067383, -1.3136777877807617, -0.040176648646593094, 5.230953693389893, 2.211672782897949, -6.1632280349731445, 0.2030927687883377]"
datasources\LDC_female\wav\3DG1s0453.wav,disgust,july seventh,conversation,female,"[-351.751220703125, 132.39889526367188, -63.50459671020508, 36.850624084472656, 15.715554237365723, -16.43701171875, 31.850879669189453, -2.3618080615997314, -13.214178085327148, 6.966726303100586, -7.7901530265808105, -1.846238374710083, -3.2777884006500244, -9.508170127868652, 1.4510910511016846, -0.18527603149414062, 3.19332218170166, 2.8053982257843018, -6.050980567932129, -0.9210845232009888]"
datasources\LDC_female\wav\3DG1s0460.wav,disgust,may seventeenth,conversation,female,"[-353.2921447753906, 113.43855285644531, -69.89725494384766, 47.802452087402344, 25.32465934753418, 1.029125452041626, 46.34532928466797, -1.0220584869384766, -5.014908790588379, 12.117107391357422, -10.826667785644531, 2.3698296546936035, -0.5229712724685669, -10.58320140838623, 1.0018776655197144, -2.586064100265503, 3.757746696472168, 1.2841721773147583, -8.86626148223877, 3.4717490673065186]"
datasources\LDC_female\wav\3DG1s0461.wav,disgust,may seventeenth,conversation,female,"[-356.2290954589844, 106.42947387695312, -72.04390716552734, 48.06575012207031, 26.083398818969727, 0.16556747257709503, 45.06736755371094, -0.16054217517375946, -3.666856527328491, 13.097071647644043, -9.358495712280273, 3.0739071369171143, -1.404426097869873, -11.495768547058105, 1.1149271726608276, -3.1354784965515137, 2.823030948638916, 2.384153366088867, -8.66911506652832, 1.363791823387146]"
datasources\LDC_female\wav\3DG1s0462.wav,disgust,may seventeenth,conversation,female,"[-383.87841796875, 119.17561340332031, -70.98014068603516, 46.063751220703125, 29.921953201293945, 2.430108070373535, 46.15473175048828, 3.1027042865753174, -6.763980388641357, 6.013704299926758, -10.28320026397705, 4.641836166381836, -4.278636932373047, -15.085172653198242, 2.368657112121582, -1.835055947303772, -0.2737003564834595, 0.7736129760742188, -7.704313278198242, -0.1898191124200821]"
datasources\LDC_female\wav\3DG1s0463.wav,disgust,may seventeenth,conversation,female,"[-392.92901611328125, 115.13321685791016, -71.03845977783203, 47.4204216003418, 27.08756446838379, -0.6495184302330017, 46.65970993041992, 2.9654245376586914, -10.223836898803711, 3.776451349258423, -9.270719528198242, 3.563077449798584, -5.085743427276611, -10.868412971496582, 4.784189701080322, -2.57189679145813, 0.7057680487632751, 2.029381036758423, -5.712127208709717, 1.9849308729171753]"
datasources\LDC_female\wav\3DG1s0470.wav,disgust,nine hundred six,conversation,female,"[-371.6600646972656, 123.82698822021484, -75.15827941894531, 46.4709587097168, 12.86668872833252, -15.890494346618652, 42.23639678955078, -1.7013509273529053, -8.729959487915039, 12.08469009399414, -7.649372577667236, 0.08210738748311996, -4.147738456726074, -6.5703630447387695, 4.977367401123047, -3.081580638885498, 2.685767412185669, -0.45942413806915283, -8.636466026306152, 4.620532035827637]"
datasources\LDC_female\wav\3DG1s0471.wav,disgust,nine hundred six,conversation,female,"[-371.8231201171875, 101.19945526123047, -85.49461364746094, 55.94919204711914, 7.5757832527160645, -24.600080490112305, 41.97487258911133, -1.5387579202651978, -2.690155506134033, 11.840958595275879, -13.418493270874023, 2.5828354358673096, -5.610959053039551, -9.53072738647461, 7.500048637390137, -5.440506458282471, 0.17539413273334503, 0.3938833177089691, -8.576677322387695, 4.95808219909668]"
datasources\LDC_female\wav\3DG1s0472.wav,disgust,nine hundred six,conversation,female,"[-345.93115234375, 127.34678649902344, -79.61192321777344, 48.24514389038086, 12.515929222106934, -15.08822250366211, 45.474464416503906, -2.0900630950927734, -10.482481002807617, 7.670848369598389, -9.841828346252441, 3.0382394790649414, -6.408477306365967, -10.264931678771973, 6.781804084777832, -2.656104326248169, 0.7931296825408936, -0.288337767124176, -7.084122180938721, 3.5712368488311768]"
datasources\LDC_female\wav\3DG1s0473.wav,disgust,nine hundred six,conversation,female,"[-360.0533752441406, 106.73546600341797, -74.06498718261719, 48.889408111572266, 11.628242492675781, -16.199474334716797, 44.542083740234375, 1.5763359069824219, -8.938604354858398, 9.368141174316406, -6.939437389373779, 1.859753131866455, -5.642930030822754, -7.081071376800537, 7.037389278411865, -2.9095265865325928, 2.074700355529785, 1.6277271509170532, -6.326791286468506, 4.740297317504883]"
datasources\LDC_female\wav\3DG1s0480.wav,disgust,october twelfth,conversation,female,"[-381.6107177734375, 123.54586791992188, -37.988563537597656, 33.678958892822266, 18.841447830200195, -11.508049011230469, 13.444587707519531, -8.46171760559082, -4.845370292663574, 7.07161808013916, -9.043739318847656, -0.7626193761825562, 0.8605476021766663, -5.095702648162842, -3.3103713989257812, -5.448500156402588, 5.736702919006348, 4.661118507385254, -7.225874900817871, -1.5351495742797852]"
datasources\LDC_female\wav\3DG1s0481.wav,disgust,october twelfth,conversation,female,"[-399.5382995605469, 120.5948486328125, -29.063499450683594, 26.90892791748047, 17.181013107299805, -11.531930923461914, 12.145024299621582, -4.664493560791016, -8.972162246704102, 4.619008541107178, -4.489717483520508, -3.107638120651245, -0.8252397775650024, -3.887786626815796, -4.5355072021484375, -4.582494258880615, 5.451570987701416, 3.55899715423584, -5.922062873840332, -0.5949078798294067]"
datasources\LDC_female\wav\3DG1s0482.wav,disgust,october twelfth,conversation,female,"[-358.8833923339844, 118.82327270507812, -32.69877243041992, 33.191978454589844, 16.81366729736328, -10.855692863464355, 16.545251846313477, -9.432060241699219, -12.95677375793457, 4.440310955047607, -5.9631853103637695, -1.9120713472366333, -2.0264439582824707, -4.391977787017822, 1.8042354583740234, -3.2430098056793213, 2.01081919670105, 5.763425350189209, -2.3498897552490234, -0.7145898342132568]"
datasources\LDC_female\wav\3DG1s0483.wav,disgust,october twelfth,conversation,female,"[-367.6240539550781, 135.77938842773438, -42.68238067626953, 37.50342559814453, 18.34333038330078, -15.177539825439453, 17.52670669555664, -9.083990097045898, -11.342915534973145, 2.994962453842163, -10.34752368927002, 1.444729208946228, -0.087493896484375, -8.977932929992676, 0.10377252101898193, -3.368860960006714, 0.7559868097305298, 5.011716365814209, -2.431668758392334, -0.0017627316992729902]"
datasources\LDC_female\wav\3DG1s0490.wav,disgust,one thousand five,conversation,female,"[-344.6622619628906, 149.3795623779297, -58.11917495727539, 26.516647338867188, 12.457738876342773, -18.81224822998047, 23.715177536010742, -4.171543121337891, -14.684223175048828, 3.938594341278076, -5.017673015594482, -0.5496705174446106, -4.984393119812012, -9.563268661499023, -1.0247180461883545, -4.069546699523926, 1.2143545150756836, 0.6633996963500977, -6.332900524139404, -0.5668420195579529]"
datasources\LDC_female\wav\3DG1s0491.wav,disgust,one thousand five,conversation,female,"[-304.405517578125, 130.07015991210938, -62.42339324951172, 30.824350357055664, 5.627821445465088, -27.81515884399414, 26.797826766967773, -2.051412343978882, -19.967784881591797, 2.6208996772766113, -1.9596035480499268, -1.1540653705596924, -7.167539596557617, -8.325222969055176, 0.34322798252105713, -4.396796703338623, 3.0262484550476074, 3.4754385948181152, -5.652065277099609, -1.0768694877624512]"
datasources\LDC_female\wav\3DG1s0492.wav,disgust,one thousand five,conversation,female,"[-335.4349060058594, 150.59898376464844, -58.522762298583984, 33.00018310546875, 19.322641372680664, -17.402740478515625, 25.063026428222656, -4.487837314605713, -19.112747192382812, 0.6416637897491455, -7.453657150268555, -3.2289490699768066, -4.681217193603516, -6.554786682128906, 1.2088876962661743, -5.217668533325195, 1.6818503141403198, 6.195446968078613, -4.399111270904541, -1.9209496974945068]"
datasources\LDC_female\wav\3DG1s0493.wav,disgust,one thousand five,conversation,female,"[-327.8337097167969, 136.2899627685547, -50.9674186706543, 27.88858985900879, 18.342525482177734, -19.246376037597656, 21.838979721069336, 1.614558458328247, -19.905790328979492, -2.185230255126953, -3.460859775543213, -2.8268978595733643, -3.6398377418518066, -4.700257301330566, 0.8077791929244995, -3.29701828956604, 1.1028183698654175, 4.926688194274902, -2.3766396045684814, -2.1325063705444336]"
