,emotion,statements,situation,gender
datasources\LDC_female\wav\8NT2s1700.wav,neutral,six hundred five,distant,female
datasources\LDC_female\wav\8NT2s1701.wav,neutral,six hundred five,distant,female
datasources\LDC_female\wav\8NT2s1702.wav,neutral,six hundred five,distant,female
datasources\LDC_female\wav\8NT2s1750.wav,neutral,ten thousand twelve,distant,female
datasources\LDC_female\wav\8NT2s1751.wav,neutral,ten thousand twelve,distant,female
datasources\LDC_female\wav\8NT2s1820.wav,neutral,two thousand four,distant,female
datasources\LDC_female\wav\8NT2s1821.wav,neutral,two thousand four,distant,female
datasources\LDC_female\wav\8NT2s1822.wav,neutral,two thousand four,distant,female
datasources\LDC_female\wav\8NT2s1860.wav,neutral,two thousand three,distant,female
datasources\LDC_female\wav\8NT2s1861.wav,neutral,two thousand three,distant,female
datasources\LDC_female\wav\8NT2s1862.wav,neutral,two thousand three,distant,female
datasources\LDC_female\wav\8NT2s2180.wav,neutral,eight thousand nine,distant,female
datasources\LDC_female\wav\8NT2s2181.wav,neutral,eight thousand nine,distant,female
datasources\LDC_female\wav\8NT2s2182.wav,neutral,eight thousand nine,distant,female
datasources\LDC_female\wav\8NT2s2183.wav,neutral,eight thousand nine,distant,female
datasources\LDC_female\wav\8NT2s2184.wav,neutral,eight thousand nine,distant,female
datasources\LDC_female\wav\8NT2s3180.wav,neutral,may thirteenth,distant,female
datasources\LDC_female\wav\8NT2s3181.wav,neutral,may thirteenth,distant,female
datasources\LDC_female\wav\8NT2s3240.wav,neutral,june twenty-fifth,distant,female
datasources\LDC_female\wav\8NT2s3241.wav,neutral,june twenty-fifth,distant,female
datasources\LDC_female\wav\8NT2s3460.wav,neutral,seventy-eight,distant,female
datasources\LDC_female\wav\8NT2s3461.wav,neutral,seventy-eight,distant,female
datasources\LDC_female\wav\8NT2s3462.wav,neutral,seventy-eight,distant,female
datasources\LDC_female\wav\8NT3s0160.wav,neutral,october sixth,tete a tete,female
datasources\LDC_female\wav\8NT3s0161.wav,neutral,october sixth,tete a tete,female
datasources\LDC_female\wav\8NT3s0180.wav,neutral,six hundred six,tete a tete,female
datasources\LDC_female\wav\8NT3s0181.wav,neutral,six hundred six,tete a tete,female
datasources\LDC_female\wav\8NT3s0320.wav,neutral,eight thousand three,tete a tete,female
datasources\LDC_female\wav\8NT3s0321.wav,neutral,eight thousand three,tete a tete,female
datasources\LDC_female\wav\8NT3s1080.wav,neutral,june eleventh,tete a tete,female
datasources\LDC_female\wav\8NT3s1100.wav,neutral,nine hundred twelve,tete a tete,female
datasources\LDC_female\wav\8NT3s1190.wav,neutral,one thousand ten,tete a tete,female
datasources\LDC_female\wav\8NT3s1191.wav,neutral,one thousand ten,tete a tete,female
datasources\LDC_female\wav\8NT3s1240.wav,neutral,april seventh,tete a tete,female
datasources\LDC_female\wav\8NT3s1270.wav,neutral,august thirteenth,tete a tete,female
datasources\LDC_female\wav\8NT3s1271.wav,neutral,august thirteenth,tete a tete,female
datasources\LDC_female\wav\8NT3s1310.wav,neutral,eight hundred three,tete a tete,female
datasources\LDC_female\wav\8NT3s1311.wav,neutral,eight hundred three,tete a tete,female
datasources\LDC_female\wav\8NT3s1340.wav,neutral,february,tete a tete,female
datasources\LDC_female\wav\8NT3s1350.wav,neutral,five hundred four,tete a tete,female
datasources\LDC_female\wav\8NT3s1380.wav,neutral,four hundred five,tete a tete,female
datasources\LDC_female\wav\8NT3s1381.wav,neutral,four hundred five,tete a tete,female
datasources\LDC_female\wav\8NT3s1400.wav,neutral,four thousand five,tete a tete,female
datasources\LDC_female\wav\8NT3s1430.wav,neutral,fourteen hundred,tete a tete,female
datasources\LDC_female\wav\8NT3s1431.wav,neutral,fourteen hundred,tete a tete,female
datasources\LDC_female\wav\8NT3s1540.wav,neutral,nine thousand twelve,tete a tete,female
datasources\LDC_female\wav\8NT3s1541.wav,neutral,nine thousand twelve,tete a tete,female
datasources\LDC_female\wav\8NT3s1570.wav,neutral,november ninth,tete a tete,female
datasources\LDC_female\wav\8NT3s1610.wav,neutral,one hundred ten,tete a tete,female
datasources\LDC_female\wav\8NT3s1611.wav,neutral,one hundred ten,tete a tete,female
datasources\LDC_female\wav\8NT3s1660.wav,neutral,september tenth,tete a tete,female
datasources\LDC_female\wav\8NT3s1710.wav,neutral,six thousand six,tete a tete,female
datasources\LDC_female\wav\8NT3s1711.wav,neutral,six thousand six,tete a tete,female
datasources\LDC_female\wav\8NT3s1730.wav,neutral,ten thousand four,tete a tete,female
datasources\LDC_female\wav\8NT3s1770.wav,neutral,three hundred two,tete a tete,female
datasources\LDC_female\wav\8NT3s1771.wav,neutral,three hundred two,tete a tete,female
datasources\LDC_female\wav\8NT3s1790.wav,neutral,three thousand two,tete a tete,female
datasources\LDC_female\wav\8NT3s1791.wav,neutral,three thousand two,tete a tete,female
datasources\LDC_female\wav\8NT3s1810.wav,neutral,two hundred twelve,tete a tete,female
datasources\LDC_female\wav\8NT3s1811.wav,neutral,two hundred twelve,tete a tete,female
datasources\LDC_female\wav\8NT3s1840.wav,neutral,two thousand one,tete a tete,female
datasources\LDC_female\wav\8NT3s1841.wav,neutral,two thousand one,tete a tete,female
datasources\LDC_female\wav\8NT3s2790.wav,neutral,five thousand four,tete a tete,female
datasources\LDC_female\wav\8NT3s3280.wav,neutral,june twenty-sixth,tete a tete,female
datasources\LDC_female\wav\8NT3s3281.wav,neutral,june twenty-sixth,tete a tete,female
datasources\LDC_female\wav\8NT3s3340.wav,neutral,march twenty-fourth,tete a tete,female
datasources\LDC_female\wav\8NT3s3341.wav,neutral,march twenty-fourth,tete a tete,female
datasources\LDC_female\wav\8NT3s3400.wav,neutral,may twenty-fifth,tete a tete,female
datasources\LDC_female\wav\8NT3s3401.wav,neutral,may twenty-fifth,tete a tete,female
datasources\LDC_female\wav\8NT3s3500.wav,neutral,seventy-one,tete a tete,female
datasources\LDC_female\wav\8NT3s3501.wav,neutral,seventy-one,tete a tete,female
datasources\LDC_female\wav\8NT3s3550.wav,neutral,thirty-seven,tete a tete,female
datasources\LDC_female\wav\8NT3s3551.wav,neutral,thirty-seven,tete a tete,female
datasources\LDC_female\wav\8SN1s1820.wav,sadness,two thousand four,conversation,female
datasources\LDC_female\wav\8SN1s1821.wav,sadness,two thousand four,conversation,female
datasources\LDC_female\wav\8SN1s1822.wav,sadness,two thousand four,conversation,female
datasources\LDC_female\wav\8SN1s2190.wav,sadness,august second,conversation,female
datasources\LDC_female\wav\8SN1s2191.wav,sadness,august second,conversation,female
datasources\LDC_female\wav\8SN1s2200.wav,sadness,five hundred five,conversation,female
datasources\LDC_female\wav\8SN1s2201.wav,sadness,five hundred five,conversation,female
datasources\LDC_female\wav\8SN1s2210.wav,sadness,four hundred twelve,conversation,female
datasources\LDC_female\wav\8SN1s2211.wav,sadness,four hundred twelve,conversation,female
datasources\LDC_female\wav\8SN1s2240.wav,sadness,one thousand two,conversation,female
datasources\LDC_female\wav\8SN1s2250.wav,sadness,september third,conversation,female
datasources\LDC_female\wav\8SN1s2260.wav,sadness,six thousand ten,conversation,female
datasources\LDC_female\wav\8SN1s2261.wav,sadness,six thousand ten,conversation,female
datasources\LDC_female\wav\8SN1s2280.wav,sadness,three hundred twelve,conversation,female
datasources\LDC_female\wav\8SN1s2281.wav,sadness,three hundred twelve,conversation,female
datasources\LDC_female\wav\8SN1s3230.wav,sadness,june twenty-eighth,conversation,female
datasources\LDC_female\wav\8SN1s3430.wav,sadness,may twenty-ninth,conversation,female
